trial Response Correct Target ReactionTime
1 1 1 1 1.239999
2 1 0 2 1.299999
3 1 1 1 0.8599997
4 1 0 2 2.659998
5 2 0 1 1.559999
6 1 1 1 3.199998
7 1 0 2 3.339998
8 2 0 1 2.839998
9 1 0 2 1.319999
10 1 0 2 1.739999
11 2 0 1 1.299999
12 1 1 1 2.299999
13 1 1 1 1.639999
14 2 0 1 1.199999
15 1 0 2 6.759995
16 2 0 1 4.699996
17 1 1 1 3.379997
18 1 0 2 2.799998
19 1 1 1 5.099996
20 2 1 2 2.799998
20 2 1 2 2.799998
