subject PestNr Step_Size_OnTrial Pest_Faster Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation RightOrLeftxRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5 xRotations_second0 xRotations_second1 xRotations_second2 xRotations_second3 xRotations_second4 xRotations_second5 yRotations_second0 yRotations_second1 yRotations_second2 yRotations_second3 yRotations_second4 yRotations_second5
lala 1 1.2 1 first 0 1 1 3 3.99 0.119998216629028 0 1 1 0 -0.01129989 -0.009603472 -0.009140103 -0.009619572 -0.008774157 1000 -0.006719728 -0.006378904 -0.005294796 -0.005635883 -0.006266261 1000 -0.007843446 -0.007931437 -0.007983725 -0.007134179 -0.006796358 1000 -0.005702549 -0.005794224 -0.007983725 -0.006011707 -0.006042139 1000
lala 2 1.2 1 first 0 1 2 3 2.79 0.759997606277466 0 1 1 1 -0.007561305 -0.006869079 -0.006190991 -0.005932262 -0.005506494 1000 -0.006892088 -0.007219163 -0.006839675 -0.006553962 -0.006199582 1000 -0.003882688 -0.003674661 -0.003654942 -0.004070411 -0.003574259 1000 -0.00658111 -0.006368158 -0.003654942 -0.006248538 -0.006598155 1000
lala 3 1.2 0 first 0 1 3 3 1.59 0.499997854232788 0 1 -1 0 -0.002179396 -0.002149715 -0.002540784 -0.001894562 -0.002039958 1000 -0.007227466 -0.0066523 -0.006448298 -0.006122362 -0.005550129 1000 -0.0009467818 -0.000399709 -0.0003209101 -0.0001396112 -0.0005638964 1000 -0.006715959 -0.006568017 -0.0003209101 -0.006500538 -0.006340845 1000
lala 4 1.2 1 second 0 1 4 3 2.79 0.299998044967651 0 1 1 1 -0.0003839504 -0.0002700525 -0.000260471 -0.0003346998 -0.0005178138 1000 -0.007456385 -0.006852125 -0.007136719 -0.006499415 -0.006144408 1000 -0.0008265545 -0.001225478 -0.0006477975 -0.0008820792 -0.001195779 1000 -0.006249233 -0.00653654 -0.0006477975 -0.006520794 -0.006607794 1000
lala 5 0.6 0 first 0 1 5 3 2.19 0.319998025894165 0 1 -1 1 -0.002533325 -0.002679819 -0.002399693 -0.002773011 -0.003109898 1000 -0.01050923 -0.0104002 -0.01038684 -0.01038318 -0.01051929 1000 -0.002862802 -0.003090947 -0.001982199 -0.001896392 -0.001968979 1000 -0.01028266 -0.01019067 -0.001982199 -0.009318186 -0.009563649 1000
lala 6 0.3 1 second 0 1 6 3 2.49 0.379997968673706 0 1 1 1 -0.002499082 -0.002670113 -0.002589194 -0.00168965 -0.001746999 1000 -0.009964988 -0.01018221 -0.01038041 -0.01023398 -0.0102707 1000 -0.001767871 -0.001744249 -0.001588241 -0.001471634 -0.001288216 1000 -0.01009118 -0.009992152 -0.001588241 -0.009851092 -0.009414585 1000
lala 7 0.15 1 second 0 1 7 3 2.34 0.439997911453247 0 1 1 0 -0.001618698 -0.0009444748 -0.00145899 -0.001634663 -0.001629293 1000 -0.01023079 -0.01007558 -0.01017758 -0.01048356 -0.01056642 1000 -0.001429134 -0.001312629 -0.001108661 -0.001722499 -0.001281067 1000 -0.008424271 -0.008146881 -0.001108661 -0.00710144 -0.007373511 1000
lala 8 0.15 1 first 0 1 8 3 2.19 1.0999972820282 0 1 1 0 -0.000604617 -0.0001954811 -0.0007357389 -0.0004865795 0.0003198364 1000 -0.008822614 -0.00879439 -0.008719033 -0.008424284 -0.007843815 1000 -0.0001632013 -8.942703E-05 0.0003763617 0.0009966175 0.001026302 1000 -0.007057998 -0.006793437 0.0003763617 -0.00745842 -0.007650906 1000
lala 9 0.15 0 first 0 1 9 3 2.04 0.879997491836548 0 1 -1 0 0.002120611 0.001696019 0.001934304 0.002769955 0.0026229 1000 -0.007084262 -0.007554616 -0.007783896 -0.007138886 -0.00674183 1000 0.00296526 0.002697974 0.002559253 0.002541836 0.002655357 1000 -0.007680759 -0.007997843 0.002559253 -0.008504521 -0.008358703 1000
lala 10 0.075 1 second 0 1 10 3 2.115 0.359997987747192 0 1 1 1 0.004690499 0.00409725 0.003929954 0.003937831 0.003774706 1000 -0.007692621 -0.007325422 -0.007545927 -0.007108938 -0.006441779 1000 0.003026722 0.003669722 0.003842304 0.003787782 0.003801532 1000 -0.006125839 -0.006211654 0.003842304 -0.00617608 -0.006672196 1000
lala 11 0.0375 0 first 0 1 11 3 2.0775 0.559997797012329 0 1 -1 1 0.004491366 0.004280931 0.00402793 0.004322297 0.003753423 1000 -0.004478612 -0.004099344 -0.004493664 -0.004210091 -0.004153601 1000 0.003605918 0.004474268 0.004186674 0.004377109 0.004593364 1000 -0.006285761 -0.006329847 0.004186674 -0.005232736 -0.006305985 1000
lala 12 0.01875 0 second 0 1 12 3 2.09625 1.29999709129334 0 1 -1 0 0.005633939 0.005037956 0.005318978 0.005448683 0.005774008 1000 -0.00373308 -0.003416415 -0.003381599 -0.003196752 -0.002808004 1000 0.006157342 0.006167649 0.006902299 0.007946835 0.008021976 1000 -0.005949811 -0.006391234 0.006902299 -0.007625773 -0.008898515 1000
lala 13 0.01875 0 first 0 1 13 3 2.115 0.499997854232788 0 1 -1 0 0.007675352 0.007602653 0.007175488 0.007250018 0.006962056 1000 -0.008768098 -0.008460849 -0.008528283 -0.008742908 -0.008586185 1000 0.007717054 0.008385427 0.008513282 0.008112805 0.008631008 1000 -0.008514914 -0.007775174 0.008513282 -0.007190106 -0.007188935 1000
lala 14 0.01875 0 first 0 1 14 3 2.13375 0.259998083114624 0 1 -1 0 0.007762623 0.007295904 0.007209936 0.00783754 0.00741316 1000 -0.007368366 -0.007360965 -0.007517149 -0.007466212 -0.00741628 1000 0.008686095 0.008897569 0.009131425 0.008978948 0.008776181 1000 -0.006529479 -0.006291403 0.009131425 -0.005943581 -0.005798308 1000
lala 15 0.0375 1 first 0 1 15 3 2.17125 0.919997453689575 0 1 1 1 0.008706863 0.008708638 0.008313226 0.00817558 0.007788569 1000 -0.00817136 -0.008109994 -0.008039397 -0.007930455 -0.007954745 1000 0.009078562 0.009376747 0.009876687 0.009762716 0.009849095 1000 -0.006251906 -0.006363546 0.009876687 -0.005547829 -0.006220712 1000
lala 16 0.01875 1 second 0 1 16 3 2.1525 0.339998006820679 0 1 1 1 0.009834872 0.009782706 0.009543858 0.01065924 0.0109896 1000 -0.006987349 -0.00631032 -0.006542151 -0.006507588 -0.006177391 1000 0.0112629 0.0115444 0.01187974 0.01156436 0.01119208 1000 -0.006360859 -0.006866255 0.01187974 -0.007107711 -0.006420972 1000
lala 17 0.01875 1 second 0 1 17 3 2.13375 0.539997816085815 0 1 1 0 0.01222128 0.01230328 0.0119664 0.0115405 0.01127022 1000 -0.00576992 -0.005949406 -0.005917653 -0.00564265 -0.005527534 1000 0.01140184 0.0113756 0.01201754 0.01139194 0.01113291 1000 -0.007626403 -0.00783743 0.01201754 -0.007229333 -0.007425247 1000
lala 18 0.01875 0 second 0 1 18 3 2.115 0.319998025894165 0 1 -1 1 0.01152071 0.01133007 0.01134596 0.01175107 0.01129206 1000 -0.005612052 -0.005413906 -0.005529825 -0.005045286 -0.004956348 1000 0.01202174 0.01276931 0.01372989 0.01363025 0.01354431 1000 -0.007446316 -0.007293633 0.01372989 -0.007261637 -0.007703141 1000
lala 19 0.009375 1 first 0 1 19 3 2.124375 0.559997797012329 0 1 1 1 0.0132006 0.01370017 0.01349923 0.01314355 0.01307412 1000 -0.006012606 -0.005790258 -0.005776098 -0.005684723 -0.005763734 1000 0.01319795 0.01321601 0.01275101 0.01260695 0.01374918 1000 -0.007198459 -0.006752657 0.01275101 -0.006829478 -0.007253532 1000
lala 20 0.0046875 1 first 0 1 20 3 2.119687 0.959997415542603 0 1 1 1 0.006117478 0.003001149 0.00675766 0.008049158 0.008129385 1000 0.0003252198 -0.0001809361 -0.0002653642 -0.0002010892 -0.0007474394 1000 0.001914547 0.001645335 0.001458607 0.001255992 0.001721478 1000 0.0005830766 0.0008484053 0.001458607 0.001188562 0.00111579 1000
lala 21 0.0046875 0 second 0 1 21 3 2.115 0.859997510910034 0 1 -1 1 -0.0001795412 6.481627E-05 -0.0002459056 -0.0004217088 0.0003857564 1000 0.004664205 0.004799195 0.004537117 0.004536801 0.003633958 1000 0.0002740805 -3.147919E-05 6.656207E-05 -0.000302191 -0.0001974059 1000 0.002662711 0.002565778 6.656207E-05 0.002516381 0.002565712 1000
lala 22 0.00234375 0 first 0 1 22 3 2.117343 0.559997797012329 0 1 -1 0 -0.001125061 -0.0005824186 -0.0007326319 -0.0009397137 -0.0009209974 1000 0.003762441 0.003458722 0.00372982 0.003517905 0.003302166 1000 0.0002027714 0.0003392763 -0.0001833987 -5.392559E-05 0.0002628942 1000 0.005038805 0.005093745 -0.0001833987 0.004966034 0.004955552 1000
