subject PestNr Step_Size_OnTrial Pest_Faster Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation RightOrLeftxRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5 xRotations_second0 xRotations_second1 xRotations_second2 xRotations_second3 xRotations_second4 xRotations_second5 yRotations_second0 yRotations_second1 yRotations_second2 yRotations_second3 yRotations_second4 yRotations_second5
lala 1 1.2 1 second 14 1 1 5 3.3 1.11999726295471 0 0 1 1 -0.02041441 -0.02000307 -0.0198922 -0.01947984 -0.01922565 1000 -0.02041441 -0.02000307 -0.0198922 -0.01947984 -0.01922565 1000 -0.01661086 -0.01657155 -0.01652249 -0.0155818 -0.01503643 1000 -0.01661086 -0.01657155 -0.01652249 -0.0155818 -0.01503643 1000
lala 1 1.2 0 second 5 1 2 6 7.98 0.919997453689575 -1 1 -1 1 -0.01408916 -0.01422885 -0.01325582 -0.01297612 -0.01315303 1000 -0.01408916 -0.01422885 -0.01325582 -0.01297612 -0.01315303 1000 -0.01103202 -0.01046738 -0.01016825 -0.009571457 -0.009915723 1000 -0.01103202 -0.01046738 -0.01016825 -0.009571457 -0.009915723 1000
lala 1 1.2 1 first 7 1 3 4 5.32 0.779997587203979 1 1 1 0 -0.009391905 -0.009668924 -0.01026188 1000 1000 1000 -0.009391905 -0.009668924 -0.01026188 1000 1000 1000 -0.01146402 -0.01090297 -0.01051017 -0.01059562 -0.01023106 1000 -0.01146402 -0.01090297 -0.01051017 -0.01059562 -0.01023106 1000
lala 1 1.2 1 first 15 1 4 5 6.65 0.39999794960022 0 1 1 0 -0.009933838 -0.01036712 -0.01008368 1000 1000 1000 -0.009933838 -0.01036712 -0.01008368 1000 1000 1000 -0.00824499 -0.007988615 -0.007862096 -0.007660425 -0.006757697 1000 -0.00824499 -0.007988615 -0.007862096 -0.007660425 -0.006757697 1000
lala 1 1.2 1 first 11 1 5 6 7.98 0.879997491836548 1 1 1 1 -0.003910812 -0.003920331 -0.003997341 1000 1000 1000 -0.003910812 -0.003920331 -0.003997341 1000 1000 1000 -0.002728282 -0.002701107 -0.00247172 -0.001977721 -0.001578264 1000 -0.002728282 -0.002701107 -0.00247172 -0.001977721 -0.001578264 1000
lala 1 1.2 0 second 16 1 6 6 3.96 1.19999718666077 0 0 -1 1 -0.001678657 -0.002148222 -0.00222501 -0.001595594 -0.001328805 1000 -0.001678657 -0.002148222 -0.00222501 -0.001595594 -0.001328805 1000 0.0006204639 0.001011247 0.001235379 0.001009455 0.0012816 1000 0.0006204639 0.001011247 0.001235379 0.001009455 0.0012816 1000
lala 1 1.2 1 first 13 1 7 4 5.32 0.61999773979187 0 1 1 0 -1.18955E-06 0.001389332 0.002426257 1000 1000 1000 -1.18955E-06 0.001389332 0.002426257 1000 1000 1000 0.003383755 0.003267197 0.003618073 0.004081381 0.003903394 1000 0.003383755 0.003267197 0.003618073 0.004081381 0.003903394 1000
lala 1 1.2 0 first 0 1 8 4 2.64 1.49999690055847 -1 0 -1 0 0.003804723 0.004405129 0.004387968 1000 1000 1000 0.003804723 0.004405129 0.004387968 1000 1000 1000 0.005759047 0.005536122 0.005168349 0.006038835 0.006296235 1000 0.005759047 0.005536122 0.005168349 0.006038835 0.006296235 1000
lala 1 1.2 1 first 8 1 9 5 3.3 1.27999711036682 1 0 1 1 0.007505717 0.007119652 0.006811232 1000 1000 1000 0.007505717 0.007119652 0.006811232 1000 1000 1000 0.009086265 0.00924958 0.009119657 0.009505025 0.01007455 1000 0.009086265 0.00924958 0.009119657 0.009505025 0.01007455 1000
lala 1 1.2 1 first 1 1 10 4 5.32 2.79999589920044 -1 1 1 0 0.01025719 0.01069558 0.01063377 1000 1000 1000 0.01025719 0.01069558 0.01063377 1000 1000 1000 0.01198756 0.01233801 0.01237755 0.01297406 0.01303326 1000 0.01198756 0.01233801 0.01237755 0.01297406 0.01303326 1000
