subject PestNr Step_Size_OnTrial Pest_Faster Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation RightOrLeft
lala 17 0.0046875 1 second 8 1 335 5 5.001563 0.01999831199646 1 0 1 1
lala 18 0.0046875 0 first 8 1 336 5 4.996875 0.01999831199646 1 0 -1 0
lala 17 0.0046875 1 first 0 1 337 4 4.004063 0.01999831199646 -1 0 1 0
lala 19 0.00234375 0 first 9 1 340 5 5 0.01999831199646 1 1 -1 0
lala 16 0.009375 0 second 11 1 341 6 5.992501 0.01999831199646 1 1 -1 0
lala 17 0.0046875 0 second 5 1 342 6 5.997188 0.01999831199646 -1 1 -1 1
lala 19 0.00234375 0 first 15 1 343 5 5 0.01999831199646 0 1 -1 1
lala 20 0.001171875 1 first 15 1 344 5 5.001172 0.01999831199646 0 1 1 0
lala 18 0.0046875 1 second 5 1 348 6 6.001875 0.01999831199646 -1 1 1 1
lala 21 0.0005859375 1 first 15 1 350 5 5.000586 0.01999831199646 0 1 1 0
lala 18 0.001171875 0 second 7 1 351 4 3.999296 0.01999831199646 1 1 -1 0
lala 18 0.0046875 0 first 0 1 353 4 3.999375 0.01999831199646 -1 0 -1 0
lala 10 0.0375 1 second 1 1 354 4 4.0075 0.01999831199646 -1 1 1 0
lala 17 0.0046875 0 second 11 1 356 6 5.997188 0.01999831199646 1 1 -1 0
lala 18 0.0046875 1 first 11 1 358 6 6.001875 0.01999831199646 1 1 1 0
lala 19 0.00234375 1 second 0 1 359 4 4.001719 0.01999831199646 -1 0 1 0
lala 20 0.001171875 0 first 16 1 361 6 5.999062 0.01999831199646 0 0 -1 1
lala 18 0.00234375 1 first 3 1 362 5 5.002343 0.01999831199646 -1 1 1 1
lala 19 0.001171875 1 second 7 1 363 4 4.000468 0.01999831199646 1 1 1 0
lala 19 0.00234375 0 first 5 1 366 6 5.999532 0.01999831199646 -1 1 -1 1
lala 17 0.0046875 0 first 10 1 368 6 5.999062 0.01999831199646 1 0 -1 1
lala 18 0.00234375 1 first 10 1 370 6 6.001406 0.01999831199646 1 0 1 1
lala 20 0.001171875 1 first 5 1 372 6 6.000704 0.01999831199646 -1 1 1 0
lala 19 0.001171875 1 second 10 1 374 6 6.000234 0.01999831199646 1 0 1 0
lala 17 0.00234375 0 first 13 1 375 4 3.998125 0.01999831199646 0 1 -1 1
lala 19 0.00234375 0 second 11 1 377 6 5.999532 0.01999831199646 1 1 -1 1
lala 20 0.001171875 1 first 0 1 379 4 4.000547 0.01999831199646 -1 0 1 1
lala 21 0.0005859375 0 first 16 1 380 6 5.999648 0.01999831199646 0 0 -1 1
lala 18 0.001171875 0 first 13 1 383 4 3.999296 0.01999831199646 0 1 -1 1
lala 21 0.0005859375 1 second 5 1 384 6 6.000118 0.01999831199646 -1 1 1 0
lala 20 0.001171875 1 first 11 1 386 6 6.000704 0.01999831199646 1 1 1 0
lala 21 0.0005859375 1 first 11 1 387 6 6.000118 0.01999831199646 1 1 1 1
lala 11 0.0375 0 second 1 1 388 4 3.97 0.01999831199646 -1 1 -1 1
lala 19 0.00234375 0 first 3 1 389 5 5 0.01999831199646 -1 1 -1 1
lala 20 0.001171875 1 first 9 1 391 5 5.001172 0.01999831199646 1 1 1 1
lala 20 0.0005859375 0 second 7 1 393 4 3.999882 0.01999831199646 1 1 -1 1
lala 21 0.0002929688 1 second 7 1 394 4 4.000175 0.01999831199646 1 1 1 1
lala 21 0.001171875 0 second 0 1 395 4 3.999375 0.01999831199646 -1 0 -1 1
lala 19 0.00234375 0 first 8 1 398 5 4.999219 0.01999831199646 1 0 -1 1
lala 12 0.01875 0 first 1 1 399 4 3.98875 0.01999831199646 -1 1 -1 1
lala 21 0.0005859375 1 first 9 1 402 5 5.000586 0.01999831199646 1 1 1 1
lala 20 0.00234375 1 first 8 1 404 5 5.001563 0.01999831199646 1 0 1 1
lala 20 0.001171875 1 second 3 1 406 5 5.001172 0.01999831199646 -1 1 1 1
lala 20 0.001171875 0 first 10 1 408 6 5.999062 0.01999831199646 1 0 -1 0
lala 21 0.0005859375 0 first 10 1 411 6 5.999648 0.01999831199646 1 0 -1 1
lala 21 0.001171875 1 first 8 1 413 5 5.000391 0.01999831199646 1 0 1 1
lala 19 0.001171875 1 second 13 1 415 4 4.000468 0.01999831199646 0 1 1 0
lala 21 0.0005859375 1 second 3 1 419 5 5.000586 0.01999831199646 -1 1 1 1
lala 13 0.01875 1 second 1 1 426 4 4.0075 0.01999831199646 -1 1 1 0
lala 20 0.0005859375 0 second 13 1 435 4 3.999882 0.01999831199646 0 1 -1 0
lala 21 0.0002929688 1 first 13 1 448 4 4.000175 0.01999831199646 0 1 1 1
lala 14 0.009375 0 first 1 1 450 4 3.998125 0.01999831199646 -1 1 -1 0
lala 15 0.0046875 1 first 1 1 461 4 4.002812 0.01999831199646 -1 1 1 1
lala 16 0.00234375 1 first 1 1 464 4 4.000468 0.01999831199646 -1 1 1 0
lala 17 0.00234375 0 second 1 1 466 4 3.998125 0.01999831199646 -1 1 -1 0
lala 18 0.001171875 0 first 1 1 468 4 3.999296 0.01999831199646 -1 1 -1 0
lala 19 0.001171875 1 first 1 1 469 4 4.000468 0.01999831199646 -1 1 1 0
lala 20 0.0005859375 0 second 1 1 475 4 3.999882 0.01999831199646 -1 1 -1 0
lala 21 0.0002929688 1 first 1 1 476 4 4.000175 0.01999831199646 -1 1 1 0
