subject PestNr Step_Size_OnTrial Pest_Faster Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation RightOrLeftxRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5 xRotations_second0 xRotations_second1 xRotations_second2 xRotations_second3 xRotations_second4 xRotations_second5 yRotations_second0 yRotations_second1 yRotations_second2 yRotations_second3 yRotations_second4 yRotations_second5
lala 1 1.2 1 second 0 1 1 3 3.99 4.4999942779541 0 1 1 0 0.005071612 0.003685867 0.00296259 0.003179069 0.003283736 1000 0.002867138 0.002912435 0.00281708 0.003513197 0.003967305 1000 0.005062781 0.005347224 0.005891293 0.00627416 0.006652153 1000 0.00277747 0.002601762 0.005891293 0.002324767 0.002190478 1000
lala 2 1.2 1 first 0 1 2 3 2.79 0.359997987747192 0 1 1 0 0.01048099 0.009703453 0.009147475 0.008699747 0.008588706 1000 -0.0009736003 -0.00123284 -0.002132178 -0.002527328 -0.002381956 1000 0.009978511 0.009894812 0.009904841 0.009995991 0.009939972 1000 -0.002388038 -0.002587554 0.009904841 -0.00210349 -0.002132789 1000
lala 3 1.2 1 second 0 1 3 3 1.59 0.299998044967651 0 1 1 0 0.009747639 0.009634146 0.009759326 0.0104964 0.0108196 1000 -0.002683005 -0.002645467 -0.002483694 -0.00276264 -0.002755531 1000 0.01163332 0.01149915 0.01185795 0.01217978 0.01248319 1000 -0.00271563 -0.002554022 0.01185795 -0.002342358 -0.002183693 1000
lala 4 1.2 0 second 0 1 4 3 0.99 0.0599982738494873 0 1 -1 0 0.01399266 0.01366842 0.01371261 0.01358174 0.01339274 1000 -0.002377972 -0.002375358 -0.002606844 -0.002999929 -0.003118406 1000 0.01410589 0.01441901 0.01427096 0.01451743 0.01481703 1000 -0.003665219 -0.0038111 0.01427096 -0.003264493 -0.002912536 1000
lala 5 0.6 1 second 0 1 5 3 1.59 0.079998254776001 0 1 1 1 0.005360833 0.006107241 0.005855698 0.005897569 0.006288523 1000 -0.002102335 -0.001828472 -0.002057432 -0.001897646 -0.001456085 1000 0.008020181 0.008181598 0.008424551 0.008993188 0.00932902 1000 -0.0004787428 -0.0003537828 0.008424551 0.0001109297 0.0004135388 1000
lala 6 0.3 1 second 0 1 6 3 1.29 0.0999982357025146 0 1 1 1 0.01080077 0.01091057 0.01076007 0.01058182 0.01055665 1000 -3.839938E-05 -0.00020981 6.558065E-05 9.709867E-05 0.0002093786 1000 0.01143045 0.01178936 0.01209629 0.01230347 0.01266452 1000 0.0002974882 0.0002050725 0.01209629 0.0002821361 0.0003992815 1000
lala 7 0.3 0 first 0 1 7 3 0.99 0.0999982357025146 0 1 -1 0 0.01326007 0.01381449 0.0139099 0.01404298 0.01375011 1000 0.0007611192 0.0006921773 0.0006932426 0.000810769 0.0008049271 1000 0.0134336 0.0136231 0.01351306 0.01357365 0.01380688 1000 5.79915E-05 -0.0002012971 0.01351306 -0.0004023009 -0.0005082178 1000
lala 8 0.15 1 second 0 1 8 3 1.14 2.53999614715576 0 1 1 1 0.01443114 0.01466676 0.01487055 0.014876 0.01510076 1000 0.0003178605 0.0003440513 0.0002045577 0.0002488983 0.0003401622 1000 0.01651578 0.01655011 0.0164113 0.01656203 0.01656599 1000 0.0005072413 0.0003584797 0.0164113 0.0004410085 0.0004859706 1000
lala 9 0.075 0 first 0 1 9 3 1.065 0.199998140335083 0 1 -1 0 0.01798303 0.0181093 0.01807513 0.01831088 0.01831788 1000 0.0001841841 -6.428746E-05 9.326467E-05 -1.229564E-05 8.906409E-05 1000 0.01932663 0.01958724 0.01933469 0.01910736 0.01892874 1000 0.0005346442 0.0004947573 0.01933469 -5.505311E-05 -0.0002197055 1000
lala 10 0.0375 0 first 0 1 10 3 1.1025 0.139998197555542 0 1 -1 1 0.01127462 0.01111044 0.01124026 0.01144971 0.01127945 1000 -0.003196408 -0.003357635 -0.003685658 -0.003315008 -0.003236331 1000 0.003229844 0.004011996 0.003284081 0.002752278 0.001170086 1000 0.007267395 0.008462287 0.003284081 0.003105856 0.002612222 1000
