trial Response Correct Target ReactionTime
1 1 0 2 1.679999
2 2 1 2 0.8399997
3 2 1 2 0.7799998
4 1 1 1 0.58
5 2 1 2 0.6799999
6 2 1 2 0.9599996
7 2 1 2 0.8599997
8 1 1 1 0.6599999
9 2 1 2 0.6599999
10 2 1 2 0.8399997
11 2 1 2 0.7199998
12 1 1 1 0.7399998
13 1 1 1 1.579999
14 2 1 2 0.6199999
15 1 1 1 0.7199998
16 2 1 2 0.7199998
17 1 1 1 0.9199997
18 1 1 1 1.439999
19 1 1 1 0.9599996
20 2 1 2 1.179999
20 2 1 2 1.179999
