trial Response Correct Target ReactionTime
1 1 1 1 20.22027
2 2 1 2 0.9399996
3 2 1 2 0.9999996
4 1 1 1 1.779999
5 2 1 2 0.6599999
6 2 1 2 1.319999
7 1 1 1 1.579999
8 1 1 1 1.559999
9 2 1 2 0.7599998
10 2 1 2 0.6199999
11 1 1 1 1.339999
12 2 1 2 0.58
13 2 1 2 0.6
14 1 1 1 0.8799997
15 1 1 1 0.7799998
16 2 1 2 0.6799999
17 2 1 2 0.6199999
18 2 1 2 0.54
19 2 1 2 0.56
20 2 1 2 0.56
20 2 1 2 0.56
