trial Response_Time velH Occlusion_Duration velH_Subject xRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5
1 1.959999 -3.5 0.55 0 -0.01876889 -0.02524103 -0.02100011 -0.02665181 -0.02723223 1000 0.005231656 -0.006903299 -0.0131589 -0.008465525 0.004469426 1000
2 1.959999 3.5 0.65 0 -0.01271417 -0.01208204 -0.01287711 -0.01438885 -0.01520666 1000 0.003276521 -0.006736341 -0.006671899 -0.001741253 -5.626922E-05 1000
3 0.02 -2.5 0.65 0 -0.01553074 -0.008534537 -0.009080627 -0.009735583 -0.00991803 1000 0.003080764 -0.004537297 -0.004187055 -0.00159443 -0.00158605 1000
4 1.359999 2.5 0.45 0 -0.0184279 -0.017359 -0.01803837 -0.02024456 -0.02312067 1000 0.0008854257 -0.00191233 -0.0007213351 -6.469395E-05 -0.0001899966 1000
5 0.12 -3.5 0.65 0 -0.005835236 -0.006179478 -0.009352533 -0.01000467 -0.01022486 1000 0.0007886009 0.001600439 0.00586174 0.007487389 0.004794083 1000
6 2.339998 2.5 0.55 0 -0.01724958 -0.0164547 -0.01757786 -0.02042377 -0.0203374 1000 0.001256478 -0.01580991 -0.00587779 0.006916869 0.00412242 1000
7 0.22 -3.5 0.45 0 -0.00483865 -0.01385816 -0.01199129 -0.00538073 -0.001616594 1000 0.0246422 0.02979118 0.03472437 0.03417465 0.03274594 1000
8 0.36 2.5 0.65 0 0.01243287 0.01348523 0.01693692 0.01745957 0.01547837 1000 0.01519797 0.01956664 0.02414759 0.03009597 0.03142082 1000
9 0.28 -4.5 0.55 0 0.007214199 0.004090039 0.004235776 0.005492399 0.005277885 1000 0.02354587 0.01660516 0.01170685 0.0130736 0.01487022 1000
10 2.419998 -4.5 0.45 0 -0.0001129299 -7.071611E-05 -0.0001711774 -0.000808956 -0.0009360673 1000 0.01802563 0.01838816 0.01812558 0.01871621 0.01889601 1000
11 0.26 -4.5 0.65 0 0.007263058 0.006015644 0.004679816 0.004103895 0.003780913 1000 0.01844431 0.01736175 0.01756142 0.01859633 0.01966189 1000
12 2.139999 -2.5 0.45 0 0.0002111378 -0.004743297 -0.001429253 -0.002392575 -0.002618186 1000 0.02060063 0.02216341 0.02369299 0.02345451 0.02477244 1000
13 0.9599996 4.5 0.65 0 -0.003560762 -0.003387485 -0.003270709 -0.002990719 -0.002523077 1000 0.008965237 0.009146796 0.00917642 0.009252441 0.009486254 1000
14 1.359999 4.5 0.55 0 -0.03571029 -0.06253328 -0.04183583 -0.03595793 -0.06183451 1000 0.02017265 0.02205491 0.02399259 0.01978553 0.01857002 1000
15 0.36 -2.5 0.55 0 -0.02591479 -0.03040088 -0.02291285 -0.02182893 -0.01998548 1000 0.003001211 0.008048006 0.007970748 0.007744434 0.00776436 1000
16 0.32 3.5 0.55 0 -0.02001104 -0.0200241 -0.0201897 -0.02077519 -0.02076896 1000 0.01235831 0.01144815 0.01234083 0.0125139 0.0123357 1000
17 0.18 3.5 0.45 0 -0.02166281 -0.02153348 -0.02136655 -0.02128512 -0.02135086 1000 0.01193666 0.0118434 0.01142627 0.01178329 0.01158392 1000
18 0.4400001 4.5 0.45 0 -0.02132776 -0.02189372 -0.02184276 -0.02145815 -0.02128359 1000 0.0091862 0.009357367 0.009777984 0.009654939 0.009895876 1000
