subject,PestNr,Step_Size_OnTrial,Pest_Faster,Pest_Interval,Condition,block,trial,velH,velH_Pest,Reaction_Time,velH_Subject,Start_Above,Response_MotionEstimation,RightOrLeft
lala2,6,1.2,1,first,15,1,137,5,5.45,0.39999795,0,1,1,0
lala2,11,0.3,0,first,3,1,138,5,4.55,0.819997549,-1,1,-1,1
lala2,12,0.6,1,second,16,1,139,6,4.56,7.820044041,0,0,1,1
lala2,10,0.6,1,first,4,1,140,6,6.96,0.379997969,-1,0,1,1
lala2,13,1.2,0,second,16,1,141,6,3.36,1.099997282,0,0,-1,0
lala2,12,0.15,0,second,3,1,142,5,4.7,0.579997778,-1,1,-1,0
lala2,13,0.6,0,first,6,1,143,4,3.24,1.839996815,1,0,-1,0
lala2,11,0.3,1,second,4,1,144,6,6.659999,0.39999795,-1,0,1,0
lala2,9,1.2,1,second,17,1,145,6,5.580001,0.639997721,0,1,1,1
lala2,5,1.2,0,first,1,1,146,4,5.320001,1.559996843,-1,1,-1,0
lala2,6,1.2,1,first,1,1,147,4,6.52,3.919994831,-1,1,1,1
lala2,5,1.2,0,first,10,1,148,6,3.96,3.03999567,1,0,-1,1
lala2,10,0.6,1,second,17,1,149,6,4.980001,0.219998121,0,1,1,0
lala2,12,0.3,1,first,4,1,150,6,6.359999,0.719997644,-1,0,1,0
lala2,13,0.3,0,first,4,1,151,6,6.059999,0.379997969,-1,0,-1,1
lala2,4,1.2,1,first,2,1,152,5,4.5,0.299998045,-1,0,1,1
lala2,7,1.2,0,second,1,1,153,4,5.320001,0.579997778,-1,1,-1,0
lala2,9,1.2,1,first,5,1,154,6,7.98,0.319998026,-1,1,1,0
lala2,14,0.6,0,first,16,1,155,6,3.96,0.599997759,0,0,-1,0
lala2,8,1.2,1,second,1,1,156,4,6.52,0.379997969,-1,1,1,1
lala2,14,0.15,1,second,4,1,157,6,6.209999,0.459997892,-1,0,1,1
lala2,7,1.2,1,second,11,1,158,6,5.580001,1.099997282,1,1,1,1
lala2,5,1.2,0,first,2,1,159,5,3.3,0.459997892,-1,0,-1,1
lala2,10,0.6,1,first,5,1,160,6,7.380001,0.379997969,-1,1,1,0
lala2,7,1.2,1,first,15,1,161,5,4.25,2.099996567,0,1,1,0
lala2,6,1.2,0,second,10,1,162,6,5.16,0.719997644,1,0,-1,0
lala2,8,1.2,0,first,11,1,163,6,4.380001,0.999997377,1,1,-1,0
lala2,11,0.6,1,second,5,1,164,6,6.780001,0.979997396,-1,1,1,0
lala2,6,1.2,0,second,2,1,165,5,4.5,0.299998045,-1,0,-1,0
lala2,15,0.6,0,second,16,1,166,6,4.56,0.459997892,0,0,-1,1
lala2,15,0.075,1,second,4,1,167,6,6.134999,0.379997969,-1,0,1,0
lala2,16,0.6,1,first,16,1,168,6,5.16,0.519997835,0,0,1,1
lala2,8,1.2,0,first,15,1,169,5,3.05,0.39999795,0,1,-1,1
lala2,9,1.2,1,first,1,1,170,4,5.320001,0.319998026,-1,1,1,1
lala2,17,0.3,1,second,16,1,171,6,4.86,0.61999774,0,0,1,0
lala2,9,1.2,0,first,0,1,172,4,5.04,1.199997187,-1,0,-1,0
lala2,8,1.2,1,second,9,1,173,5,5.45,0.139998198,1,1,1,0
lala2,7,1.2,1,second,10,1,174,6,6.36,0.379997969,1,0,1,1
lala2,10,1.2,0,first,1,1,175,4,4.120001,0.119998217,-1,1,-1,1
lala2,9,1.2,1,first,9,1,176,5,4.25,0.699997663,1,1,1,1
lala2,9,1.2,1,second,15,1,177,5,4.25,0.239998102,0,1,1,1
lala2,7,1.2,1,first,7,1,178,4,5.32,0.539997816,1,1,1,1
lala2,9,1.2,1,first,11,1,179,6,5.580001,0.999997377,1,1,1,1
lala2,10,0.6,0,second,15,1,180,5,3.65,0.819997549,0,1,-1,1
lala2,11,0.6,1,first,17,1,181,6,4.380001,0.279998064,0,1,1,1
lala2,16,0.075,1,second,8,1,182,5,4.275,1.559996843,1,0,1,1
lala2,11,0.6,1,second,1,1,183,4,4.720001,1.199997187,-1,1,1,0
lala2,11,0.6,0,first,13,1,184,4,2.32,0.919997454,0,1,-1,0
lala2,12,0.6,0,first,13,1,185,4,2.92,0.439997911,0,1,-1,1
lala2,11,0.3,0,first,15,1,186,5,3.95,1.539996862,0,1,-1,1
lala2,8,1.2,1,second,7,1,187,4,4.12,0.299998045,1,1,1,0
lala2,9,1.2,0,second,7,1,188,4,2.92,0.439997911,1,1,-1,1
lala2,14,1.2,1,first,6,1,189,4,4.44,0.819997549,1,0,1,0
lala2,16,0.075,1,first,4,1,190,6,6.059999,0.519997835,-1,0,1,0
lala2,17,0.075,1,second,4,1,191,6,5.985,0.299998045,-1,0,1,1
lala2,10,0.6,1,second,11,1,192,6,4.980001,0.799997568,1,1,1,0
lala2,10,0.6,0,second,7,1,193,4,3.52,2.119996548,1,1,-1,1
lala2,13,0.6,1,second,13,1,194,4,3.52,0.319998026,0,1,1,1
lala2,4,1.2,1,first,12,1,195,4,3.84,1.539996862,0,0,1,1
lala2,7,1.2,1,first,2,1,196,5,5.7,0.559997797,-1,0,1,1
lala2,8,1.2,1,first,2,1,197,5,4.5,0.419997931,-1,0,1,0
lala2,14,0.3,0,first,13,1,198,4,3.22,0.979997396,0,1,-1,0
lala2,12,0.3,1,second,1,1,199,4,4.420001,0.339998007,-1,1,1,1
lala2,13,0.15,0,second,3,1,200,5,4.85,0.879997492,-1,1,-1,1
lala2,12,0.3,1,second,15,1,201,5,4.25,1.27999711,0,1,1,1
lala2,13,0.15,1,second,15,1,202,5,4.1,1.099997282,0,1,1,0
lala2,10,1.2,0,second,9,1,203,5,3.05,1.179997206,1,1,-1,1
lala2,12,0.6,0,first,17,1,204,6,3.780001,0.539997816,0,1,-1,1
lala2,14,0.15,1,first,15,1,205,5,3.95,1.339997053,0,1,1,1
lala2,15,0.15,0,first,15,1,206,5,3.8,0.339998007,0,1,-1,0
lala2,11,0.6,1,first,9,1,207,5,3.65,1.659996986,1,1,1,1
lala2,9,1.2,1,second,2,1,208,5,3.3,0.979997396,-1,0,1,1
lala2,11,0.6,0,first,11,1,209,6,4.380001,0.219998121,1,1,-1,0
lala2,18,0.3,1,second,16,1,210,6,4.559999,0.379997969,0,0,1,0
lala2,13,0.3,1,first,17,1,211,6,4.080001,1.27999711,0,1,1,0
lala2,15,0.15,0,second,13,1,212,4,3.37,0.319998026,0,1,-1,0
lala2,8,1.2,1,first,14,1,213,5,2.1,0.739997625,0,0,1,1
lala2,9,1.2,0,first,14,1,214,5,0.8999999,1.219997168,0,0,-1,0
lala2,12,0.3,0,first,9,1,215,5,3.35,0.459997892,1,1,-1,1
lala2,10,0.6,0,first,14,1,216,5,1.5,0.219998121,0,0,-1,1
lala2,12,0.6,1,first,5,1,217,6,6.180001,0.459997892,-1,1,1,1
lala2,18,0.15,0,first,4,1,218,6,5.835,2.81999588,-1,0,-1,0
lala2,13,0.3,0,first,1,1,219,4,4.12,2.299996376,-1,1,-1,0
lala2,11,0.6,0,first,7,1,220,4,4.12,0.259998083,1,1,-1,1
lala2,8,1.2,1,first,10,1,221,6,5.16,0.699997663,1,0,1,0
lala2,12,0.6,1,second,7,1,222,4,4.72,0.419997931,1,1,1,1
lala2,11,0.6,0,second,14,1,223,5,2.1,0.439997911,0,0,-1,0
lala2,14,0.15,1,second,3,1,224,5,5,0.39999795,-1,1,1,0
lala2,12,0.3,1,first,11,1,225,6,4.680001,1.179997206,1,1,1,0
lala2,16,0.075,1,first,15,1,226,5,3.875,1.359997034,0,1,1,0
lala2,14,0.15,1,second,1,1,227,4,4.27,1.239997149,-1,1,1,1
lala2,17,0.075,1,second,8,1,228,5,4.2,0.919997454,1,0,1,1
lala2,14,0.15,1,second,17,1,229,6,3.930001,0.499997854,0,1,1,0
lala2,10,2.4,0,second,2,1,230,5,0.8999999,1.379997015,-1,0,-1,0
lala2,18,0.075,0,second,8,1,231,5,4.125,0.759997606,1,0,-1,1
lala2,19,0.0375,0,second,8,1,232,5,4.1625,0.739997625,1,0,-1,1
lala2,9,1.2,1,first,10,1,233,6,3.96,0.799997568,1,0,1,1
lala2,13,0.3,1,second,7,1,234,4,4.42,0.299998045,1,1,1,1
lala2,19,0.075,1,first,4,1,235,6,5.909999,1.539996862,-1,0,1,0
lala2,11,1.2,0,second,2,1,236,5,2.1,0.299998045,-1,0,-1,0
lala2,19,0.3,1,second,16,1,237,6,4.259999,0.299998045,0,0,1,1
lala2,10,2.4,0,first,10,1,238,6,1.56,0.639997721,1,0,-1,1
lala2,20,0.6,1,second,16,1,239,6,3.659999,0.739997625,0,0,1,0
lala2,15,0.075,0,first,3,1,240,5,4.925,0.779997587,-1,1,-1,1
lala2,14,0.3,1,first,7,1,241,4,4.119999,1.599996805,1,1,1,0
lala2,11,1.2,0,first,10,1,242,6,2.76,0.799997568,1,0,-1,0
lala2,13,1.2,1,second,5,1,243,6,4.98,0.299998045,-1,1,1,0
lala2,15,0.15,0,first,17,1,244,6,3.780001,0.579997778,0,1,-1,0
lala2,15,0.3,1,second,7,1,245,4,3.819999,0.499997854,1,1,1,0
lala2,14,2.4,0,second,5,1,246,6,2.58,0.319998026,-1,1,-1,0
lala2,17,0.0375,0,first,15,1,247,5,3.8375,0.499997854,0,1,-1,0
lala2,15,0.6,1,first,6,1,248,4,3.84,0.259998083,1,0,1,1
lala2,20,0.0375,0,first,8,1,249,5,4.2,0.259998083,1,0,-1,0
lala2,15,1.2,0,first,5,1,250,6,3.78,0.439997911,-1,1,-1,0
lala2,21,1.2,0,second,16,1,251,6,2.459999,0.299998045,0,0,-1,0
lala2,16,0.075,1,second,17,1,252,6,3.855001,1.579996824,0,1,1,0
lala2,5,1.2,1,second,12,1,253,4,2.64,4.039994717,0,0,1,1
lala2,20,0.0375,1,second,4,1,254,6,5.872499,2.799995899,-1,0,1,0
lala2,16,0.6,0,second,7,1,255,4,3.219999,0.659997702,1,1,-1,0
lala2,6,1.2,1,first,12,1,256,4,1.44,0.559997797,0,0,1,0
lala2,21,0.0375,1,first,8,1,257,5,4.2375,16.6202445,1,0,1,1
lala2,16,0.15,0,first,13,1,258,4,3.52,0.319998026,0,1,-1,0
lala2,21,0.0375,0,first,4,1,259,6,5.835,0.339998007,-1,0,-1,0
lala2,22,0.01875,1,second,4,1,260,6,5.85375,0.219998121,-1,0,1,0
lala2,23,0.009375,1,second,4,1,261,6,5.844375,6.380011082,-1,0,1,1
lala2,10,0.6,1,second,0,1,262,4,5.64,0.259998083,-1,0,1,0
lala2,24,0.009375,1,second,4,1,263,6,5.835,0.339998007,-1,0,1,1
lala2,22,0.01875,0,first,8,1,264,5,4.21875,0.259998083,1,0,-1,0
lala2,7,1.2,0,first,12,1,265,4,0.33,0.299998045,0,0,-1,1
lala2,17,0.0375,1,second,17,1,266,6,3.817501,0.519997835,0,1,1,1
lala2,13,0.15,1,first,9,1,267,5,3.5,0.679997683,1,1,1,1
lala2,18,0.01875,0,first,15,1,268,5,3.85625,0.559997797,0,1,-1,0
lala2,12,1.2,1,first,2,1,269,5,3.3,1.399996996,-1,0,1,0
lala2,13,0.15,1,second,11,1,270,6,4.530001,0.359997988,1,1,1,1
lala2,16,1.2,0,second,5,1,271,6,4.98,0.319998026,-1,1,-1,1
lala2,25,0.009375,0,first,4,1,272,6,5.825624,0.699997663,-1,0,-1,1
lala2,17,0.3,1,second,7,1,273,4,3.519999,0.259998083,1,1,1,0
lala2,14,0.15,1,second,11,1,274,6,4.380001,0.339998007,1,1,1,1
lala2,16,0.0375,0,first,3,1,275,5,4.9625,0.359997988,-1,1,-1,0
lala2,18,0.15,0,second,7,1,276,4,3.369999,0.439997911,1,1,-1,1
lala2,17,0.0375,0,first,3,1,277,5,5,0.319998026,-1,1,-1,1
lala2,12,1.2,1,first,10,1,278,6,3.96,1.759996891,1,0,1,0
lala2,15,0.15,0,first,11,1,279,6,4.230001,0.39999795,1,1,-1,0
lala2,15,0.075,0,first,1,1,280,4,4.195001,0.339998007,-1,1,-1,0
lala2,16,0.0375,0,first,1,1,281,4,4.232501,0.379997969,-1,1,-1,1
lala2,11,0.3,1,second,0,1,282,4,5.34,0.539997816,-1,0,1,0
lala2,19,0.075,0,second,7,1,283,4,3.444999,0.299998045,1,1,-1,1
lala2,18,0.0375,1,second,3,1,284,5,5.0375,0.519997835,-1,1,1,0
lala2,19,0.01875,1,first,15,1,285,5,3.875,0.999997377,0,1,1,1
lala2,17,1.2,1,first,5,1,286,6,6.18,0.539997816,-1,1,1,0
lala2,14,0.075,0,second,9,1,287,5,3.425,0.879997492,1,1,-1,0
lala2,16,0.075,1,second,11,1,288,6,4.305001,0.699997663,1,1,1,0
lala2,16,0.6,0,second,6,1,289,4,3.24,0.539997816,1,0,-1,0
lala2,26,0.0046875,1,second,4,1,290,6,5.830312,1.27999711,-1,0,1,1
lala2,18,0.6,0,second,5,1,291,6,5.58,0.279998064,-1,1,-1,1
lala2,8,1.2,0,second,12,1,292,4,1.53,0.239998102,0,0,-1,0
lala2,17,0.0375,0,first,11,1,293,6,4.267501,0.819997549,1,1,-1,1
lala2,12,0.6,0,first,14,1,294,5,2.7,0.559997797,0,0,-1,1
lala2,18,0.01875,1,first,11,1,295,6,4.286251,0.659997702,1,1,1,1
lala2,13,0.6,0,first,10,1,296,6,3.36,0.339998007,1,0,-1,0
lala2,9,1.2,1,first,12,1,297,4,2.73,0.659997702,0,0,1,0
lala2,19,0.009375,1,second,11,1,298,6,4.276876,0.299998045,1,1,1,0
lala2,10,0.6,0,first,12,1,299,4,2.13,0.459997892,0,0,-1,0
lala2,14,0.3,0,first,10,1,300,6,3.66,0.339998007,1,0,-1,0
lala2,15,0.0375,1,first,9,1,301,5,3.4625,0.239998102,1,1,1,0
lala2,16,0.01875,0,second,9,1,302,5,3.44375,0.359997988,1,1,-1,1
lala2,20,0.075,1,second,7,1,303,4,3.519999,0.099998236,1,1,1,1
lala2,17,0.3,1,first,6,1,304,4,3.54,0.299998045,1,0,1,0
lala2,27,0.00234375,0,second,4,1,305,6,5.827968,0.39999795,-1,0,-1,1
lala2,13,0.6,0,first,2,1,306,5,2.7,0.979997396,-1,0,-1,0
lala2,19,0.01875,0,second,3,1,307,5,5.01875,0.639997721,-1,1,-1,0
lala2,22,0.6,0,second,16,1,308,6,3.059999,1.599996805,0,0,-1,1
lala2,14,0.3,0,second,2,1,309,5,3,0.299998045,-1,0,-1,1
lala2,18,0.0375,0,first,17,1,310,6,3.780001,1.099997282,0,1,-1,0
lala2,19,0.3,0,first,5,1,311,6,5.880001,2.879995823,-1,1,-1,1
lala2,19,0.01875,0,second,17,1,312,6,3.798751,0.779997587,0,1,-1,0
lala2,13,1.2,1,second,14,1,313,5,3.9,1.039997339,0,0,1,1
lala2,20,0.009375,0,first,3,1,314,5,5.028125,0.659997702,-1,1,-1,1
lala2,23,0.009375,1,second,8,1,315,5,4.228125,1.27999711,1,0,1,1
lala2,14,0.6,1,second,14,1,316,5,3.3,0.819997549,0,0,1,0
lala2,15,0.6,0,first,14,1,317,5,2.7,1.299997091,0,0,-1,0
lala2,17,0.009375,1,first,9,1,318,5,3.453125,0.739997625,1,1,1,1
lala2,21,0.009375,0,second,3,1,319,5,5.0375,1.199997187,-1,1,-1,0
lala2,21,0.0375,0,first,7,1,320,4,3.482499,0.479997873,1,1,-1,1
lala2,20,0.3,1,second,5,1,321,6,6.180001,0.39999795,-1,1,1,0
lala2,20,0.009375,0,second,11,1,322,6,4.267501,0.19999814,1,1,-1,0
lala2,18,0.0046875,1,second,9,1,323,5,3.448438,0.319998026,1,1,1,1
lala2,22,0.009375,1,first,3,1,324,5,5.046875,0.359997988,-1,1,1,1
lala2,16,0.3,0,first,14,1,325,5,3,1.05999732,0,0,-1,1
lala2,28,0.001171875,0,second,4,1,326,6,5.82914,0.61999774,-1,0,-1,1
lala2,17,0.15,1,second,13,1,327,4,3.67,0.339998007,0,1,1,0
lala2,23,0.6,1,second,16,1,328,6,3.659999,0.559997797,0,0,1,1
lala2,20,0.01875,1,second,17,1,329,6,3.817501,0.39999795,0,1,1,0
lala2,29,0.001171875,1,second,4,1,330,6,5.830312,0.879997492,-1,0,1,0
lala2,21,0.15,0,first,5,1,331,6,6.030001,0.299998045,-1,1,-1,0
lala2,20,0.009375,1,first,15,1,332,5,3.865625,2.3799963,0,1,1,1
lala2,15,0.3,0,second,2,1,333,5,3.3,1.899996758,-1,0,-1,0
lala2,19,0.0046875,0,first,9,1,334,5,3.44375,0.83999753,1,1,-1,0
lala2,17,0.0375,1,second,1,1,335,4,4.27,0.379997969,-1,1,1,0
lala2,24,0.0046875,0,second,8,1,336,5,4.223437,1.539996862,1,0,-1,1
lala2,25,0.00234375,1,second,8,1,337,5,4.225781,2.679996014,1,0,1,1
lala2,22,0.075,1,second,5,1,338,6,6.105,1.439996958,-1,1,1,0
lala2,22,0.01875,0,second,7,1,339,4,3.501249,0.499997854,1,1,-1,1
lala2,20,0.00234375,0,second,9,1,340,5,3.446094,0.61999774,1,1,-1,0
lala2,21,0.009375,1,second,17,1,341,6,3.808126,0.319998026,0,1,1,0
lala2,23,0.0046875,0,second,3,1,342,5,5.042188,0.599997759,-1,1,-1,1
lala2,23,0.0375,0,second,5,1,343,6,6.067501,0.299998045,-1,1,-1,0
lala2,23,0.01875,1,first,7,1,344,4,3.519999,0.39999795,1,1,1,0
lala2,16,0.3,0,second,2,1,345,5,3.6,0.19999814,-1,0,-1,0
lala2,21,0.00234375,1,second,9,1,346,5,3.448437,0.439997911,1,1,1,0
lala2,22,0.001171875,0,first,9,1,347,5,3.447266,1.639997005,1,1,-1,0
lala2,15,0.3,1,first,10,1,348,6,3.96,0.419997931,1,0,1,0
lala2,24,0.01875,0,first,5,1,349,6,6.086251,1.259997129,-1,1,-1,1
lala2,18,0.01875,1,first,1,1,350,4,4.25125,1.339997053,-1,1,1,0
lala2,19,0.01875,0,first,1,1,351,4,4.2325,0.359997988,-1,1,-1,1
lala2,24,0.00234375,1,second,3,1,352,5,5.044531,0.299998045,-1,1,1,0
lala2,25,0.001171875,1,second,3,1,353,5,5.043359,0.359997988,-1,1,1,1
lala2,21,0.0046875,0,first,11,1,354,6,4.272188,0.19999814,1,1,-1,0
lala2,22,0.009375,1,first,17,1,355,6,3.798751,0.19999814,0,1,1,0
lala2,23,0.009375,1,first,17,1,356,6,3.789376,0.299998045,0,1,1,1
lala2,23,0.000585938,0,first,9,1,357,5,3.447852,0.239998102,1,1,-1,0
lala2,21,0.009375,0,first,15,1,358,5,3.85625,0.339998007,0,1,-1,0
lala2,18,0.15,0,first,6,1,359,4,3.39,0.599997759,1,0,-1,1
lala2,26,0.001171875,0,first,3,1,360,5,5.042187,0.599997759,-1,1,-1,1
lala2,24,0.000585938,1,first,9,1,361,5,3.448438,0.579997778,1,1,1,0
lala2,12,0.3,1,first,0,1,362,4,5.039999,0.599997759,-1,0,1,1
lala2,30,0.000585938,0,first,4,1,363,6,5.829726,0.999997377,-1,0,-1,1
lala2,17,0.6,0,second,2,1,364,5,4.2,0.339998007,-1,0,-1,1
lala2,25,0.000292969,0,first,9,1,365,5,3.448145,2.499996185,1,1,-1,0
lala2,26,0.001171875,1,second,8,1,366,5,4.224609,0.679997683,1,0,1,1
lala2,17,0.3,0,second,14,1,367,5,3.3,0.279998064,0,0,-1,0
lala2,25,0.01875,1,second,5,1,368,6,6.105001,0.359997988,-1,1,1,1
lala2,16,0.15,0,first,10,1,369,6,3.809999,0.19999814,1,0,-1,0
lala2,18,0.075,0,first,13,1,370,4,3.595,0.299998045,0,1,-1,0
lala2,24,0.3,0,first,16,1,371,6,3.359999,0.419997931,0,0,-1,0
lala2,19,0.075,0,first,6,1,372,4,3.465,0.499997854,1,0,-1,1
lala2,19,0.0375,1,first,13,1,373,4,3.6325,0.579997778,0,1,1,1
lala2,18,1.2,0,first,2,1,374,5,5.4,0.339998007,-1,0,-1,0
lala2,22,0.0046875,0,first,11,1,375,6,4.276875,0.239998102,1,1,-1,1
lala2,26,0.000146484,1,second,9,1,376,5,3.448291,0.139998198,1,1,1,1
lala2,24,0.009375,1,second,7,1,377,4,3.510624,0.299998045,1,1,1,0
lala2,25,0.009375,0,second,7,1,378,4,3.501249,0.319998026,1,1,-1,1
lala2,22,0.0046875,1,second,15,1,379,5,3.860937,0.19999814,0,1,1,1
lala2,31,0.000292969,0,first,4,1,380,6,5.830019,0.39999795,-1,0,-1,0
lala2,25,0.15,0,first,16,1,381,6,3.51,0.419997931,0,0,-1,0
lala2,11,0.3,0,first,12,1,382,4,2.43,1.099997282,0,0,-1,0
lala2,26,0.15,1,second,16,1,383,6,3.66,0.599997759,0,0,1,0
lala2,26,0.0046875,1,second,7,1,384,4,3.505937,0.439997911,1,1,1,1
lala2,17,0.075,0,first,10,1,385,6,3.885,1.619997025,1,0,-1,1
lala2,20,0.009375,0,first,1,1,386,4,4.241875,0.339998007,-1,1,-1,1
lala2,26,0.009375,1,second,5,1,387,6,6.095626,0.459997892,-1,1,1,0
lala2,18,0.3,0,first,14,1,388,5,3.6,0.999997377,0,0,-1,1
lala2,13,0.3,0,first,0,1,389,4,4.739999,1.239997149,-1,0,-1,1
lala2,19,0.6,0,second,14,1,390,5,4.2,1.179997206,0,0,-1,1
lala2,18,0.075,1,second,10,1,391,6,3.96,0.339998007,1,0,1,0
lala2,21,0.009375,1,second,1,1,392,4,4.25125,0.299998045,-1,1,1,0
lala2,27,7.32E-05,1,second,9,1,393,5,3.448218,2.979995728,1,1,1,1
lala2,20,0.01875,0,first,13,1,394,4,3.61375,1.259997129,0,1,-1,1
lala2,19,2.4,1,first,2,1,395,5,7.8,0.299998045,-1,0,1,1
lala2,20,1.2,1,second,14,1,396,5,5.4,0.259998083,0,0,1,0
lala2,14,0.15,1,second,0,1,398,4,4.889999,0.239998102,-1,0,1,0
lala2,20,1.2,1,second,2,1,399,5,6.599999,0.299998045,-1,0,1,0
lala2,12,0.3,0,first,12,1,400,4,2.73,0.299998045,0,0,-1,1
lala2,28,7.32E-05,0,first,9,1,401,5,3.448145,1.639997005,1,1,-1,0
lala2,27,0.00234375,1,first,7,1,402,4,3.503593,1.119997263,1,1,1,1
lala2,21,0.009375,0,first,13,1,403,4,3.623125,0.459997892,0,1,-1,1
lala2,15,0.075,0,second,0,1,404,4,4.815,0.61999774,-1,0,-1,0
lala2,19,0.0375,1,first,10,1,405,6,3.9225,1.239997149,1,0,1,1
lala2,20,0.075,1,second,6,1,406,4,3.54,1.05999732,1,0,1,0
lala2,23,0.0046875,0,first,11,1,407,6,4.281563,0.579997778,1,1,-1,1
lala2,21,0.6,0,first,14,1,408,5,4.8,0.239998102,0,0,-1,0
lala2,13,0.3,1,second,12,1,409,4,3.03,0.39999795,0,0,1,0
lala2,28,0.00234375,1,second,7,1,410,4,3.501249,0.499997854,1,1,1,0
lala2,21,1.2,1,first,2,1,412,5,5.4,0.299998045,-1,0,1,1
lala2,16,0.0375,1,first,0,1,413,4,4.852499,0.179998159,-1,0,1,0
lala2,21,0.0375,0,second,6,1,414,4,3.5025,0.699997663,1,0,-1,0
lala2,17,0.01875,1,second,0,1,415,4,4.833749,0.079998255,-1,0,1,1
lala2,27,0.001171875,1,second,8,1,416,5,4.223437,0.259998083,1,0,1,0
lala2,14,0.15,0,second,12,1,417,4,2.88,0.459997892,0,0,-1,0
lala2,22,1.2,1,second,2,1,419,5,4.2,0.179998159,-1,0,1,0
lala2,27,0.000585938,1,first,3,1,420,5,5.042773,0.019998312,-1,1,1,0
lala2,22,0.01875,1,first,6,1,421,4,3.52125,0.039998293,1,0,1,0
lala2,23,2.4,1,second,2,1,422,5,1.8,0.079998255,-1,0,1,1
lala2,22,0.009375,1,first,13,1,423,4,3.6325,0.019998312,0,1,1,0
lala2,27,0.075,1,first,16,1,424,6,3.585,0.019998312,0,0,1,1
lala2,23,0.00234375,1,first,15,1,425,5,3.858593,0.019998312,0,1,1,1
lala2,23,0.0046875,1,first,13,1,426,4,3.627812,0.079998255,0,1,1,0
lala2,28,0.000292969,1,first,3,1,427,5,5.04248,0.019998312,-1,1,1,1
lala2,29,3.66E-05,1,second,9,1,429,5,3.448181,0.019998312,1,1,1,0
lala2,30,1.83E-05,0,second,9,1,430,5,3.448163,0.019998312,1,1,-1,0
lala2,29,0.000292969,1,second,3,1,431,5,5.042188,0.019998312,-1,1,1,0
lala2,15,0.075,1,first,12,1,432,4,2.955,0.059998274,0,0,1,1
lala2,22,0.0046875,0,first,1,1,433,4,4.246563,0.019998312,-1,1,-1,1
lala2,18,0.01875,1,first,0,1,434,4,4.814999,0.079998255,-1,0,1,0
lala2,24,0.009375,0,second,11,1,435,6,4.290938,0.019998312,1,1,-1,1
lala2,28,0.075,0,first,16,1,436,6,3.51,0.019998312,0,0,-1,0
lala2,24,0.0046875,1,first,13,1,437,4,3.623125,0.039998293,0,1,1,1
lala2,24,0.00234375,1,second,15,1,438,5,3.85625,0.039998293,0,1,1,1
lala2,25,0.0046875,1,second,13,1,439,4,3.618437,0.019998312,0,1,1,1
lala2,27,0.009375,0,second,5,1,440,6,6.086251,0.019998312,-1,1,-1,1
lala2,24,4.8,0,second,2,1,441,5,0.33,0.119998217,-1,0,-1,1
lala2,25,0.01875,1,first,11,1,442,6,4.309688,0.019998312,1,1,1,0
lala2,29,0.0375,1,second,16,1,443,6,3.547499,0.019998312,0,0,1,1
lala2,29,0.00234375,1,first,7,1,444,4,3.498906,0.099998236,1,1,1,0
lala2,31,9.16E-06,1,first,9,1,445,5,3.448172,0.019998312,1,1,1,0
lala2,30,0.000292969,0,first,3,1,446,5,5.041895,0.139998198,-1,1,-1,0
lala2,28,0.0046875,1,first,5,1,447,6,6.090938,0.019998312,-1,1,1,1
lala2,29,0.00234375,1,second,5,1,448,6,6.088594,0.079998255,-1,1,1,1
lala2,16,0.0375,1,second,12,1,449,4,2.9175,0.019998312,0,0,1,1
lala2,26,0.009375,1,first,13,1,450,4,3.609062,0.019998312,0,1,1,0
lala2,30,0.01875,0,first,16,1,453,6,3.528749,0.039998293,0,0,-1,0
lala2,19,0.01875,1,second,0,1,454,4,4.796249,0.039998293,-1,0,1,0
lala2,30,0.00234375,1,second,5,1,455,6,6.086251,0.079998255,-1,1,1,1
lala2,20,0.0375,1,first,0,1,456,4,4.758749,0.019998312,-1,0,1,1
lala2,31,0.009375,1,second,16,1,457,6,3.538125,0.019998312,0,0,1,0
lala2,27,0.01875,1,second,13,1,458,4,3.590312,0.019998312,0,1,1,0
lala2,25,2.4,1,second,2,1,459,5,2.73,0.019998312,-1,0,1,1
lala2,24,0.01875,1,first,17,1,460,6,3.770626,0.019998312,0,1,1,0
lala2,28,0.0375,1,second,13,1,461,4,3.552812,0.019998312,0,1,1,0
lala2,26,1.2,1,first,2,1,462,5,1.53,0.019998312,-1,0,1,0
lala2,31,0.00234375,1,second,5,1,463,6,6.083907,0.019998312,-1,1,1,0
lala2,20,0.0375,0,second,10,1,464,6,3.885,0.039998293,1,0,-1,1
lala2,25,0.0375,0,second,17,1,466,6,3.733126,0.039998293,0,1,-1,0
lala2,23,0.00234375,1,second,1,1,467,4,4.248907,0.019998312,-1,1,1,0
lala2,23,0.009375,1,first,6,1,468,4,3.511875,0.119998217,1,0,1,0
lala2,32,0.0046875,0,second,16,1,469,6,3.533437,0.019998312,0,0,-1,1
lala2,33,0.00234375,1,second,16,1,470,6,3.535781,0.259998083,0,0,1,0
lala2,24,0.001171875,1,second,1,1,471,4,4.247735,0.079998255,-1,1,1,0
lala2,29,0.075,1,second,13,1,472,4,3.477812,0.019998312,0,1,1,0
lala2,25,0.00234375,1,second,15,1,475,5,3.853906,0.019998312,0,1,1,0
lala2,30,0.15,1,first,13,1,476,4,3.327812,0.099998236,0,1,1,0
