trial Response_Time velH Occlusion_Duration velH_Subject xRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5
1 0.4400001 4.5 0.45 0 -0.01351516 -0.01361925 -0.01285032 -0.0106958 -0.009651666 1000 -0.0005568966 0.0005958735 0.002485487 0.00380482 0.003159266 1000
2 0.4400001 -2.5 0.45 0 -0.006681023 -0.006157277 -0.006224718 -0.006355786 -0.005527747 1000 0.003194308 0.002723476 0.002407005 0.002377728 0.00238357 1000
3 0.54 -2.5 0.55 0 -0.006351796 -0.005837719 -0.004526268 -0.003450223 -0.003699753 1000 0.003083783 0.003512195 0.003936693 0.005053887 0.005306175 1000
4 0.6399999 2.5 0.65 0 -0.001982731 -0.001687467 -0.001441916 -0.001303097 -0.001229197 1000 0.005745195 0.005550304 0.005897982 0.006319936 0.006564196 1000
5 0.9399996 3.5 0.55 0 0.003426387 0.00336571 0.003618275 0.003644175 0.003522703 1000 0.004652085 0.004909172 0.005176664 0.005367926 0.005788722 1000
6 0.56 -3.5 0.55 0 0.004426052 0.004493861 0.004421183 0.004598653 0.005022755 1000 0.00786575 0.007608172 0.007357809 0.007346954 0.007871563 1000
7 0.38 -3.5 0.45 0 0.006438373 0.007174419 0.007727982 0.007299301 0.008328058 1000 0.008573482 0.009158651 0.008743795 0.008251817 0.008565041 1000
8 0.58 4.5 0.55 0 0.008610029 0.008973239 0.009384024 0.008980745 0.009030429 1000 0.009530901 0.009005778 0.009009858 0.009376821 0.009644169 1000
9 0.52 -4.5 0.65 0 0.01400112 0.01451461 0.01472081 0.01424852 0.01451314 1000 0.008744219 0.009205496 0.009555206 0.01005187 0.01000709 1000
10 0.5000001 2.5 0.55 0 0.01506072 0.01503831 0.01521949 0.01570973 0.01636487 1000 0.01180931 0.01152856 0.01130852 0.01200801 0.01201807 1000
11 0.58 -2.5 0.65 0 0.01786617 0.01851982 0.01929077 0.01828819 0.01793544 1000 0.01434549 0.01474042 0.01332049 0.01106092 0.01020855 1000
12 0.52 4.5 0.65 0 0.01797838 0.01773653 0.01785531 0.01771382 0.01779116 1000 0.005864825 0.005542473 0.005698006 0.006236188 0.006824913 1000
13 0.4800001 3.5 0.45 0 0.01710122 0.01681566 0.01696583 0.0170304 0.0173048 1000 0.008629102 0.009037046 0.008788232 0.008685509 0.009217915 1000
14 0.58 3.5 0.65 0 0.01851342 0.01966479 0.01982576 0.02001003 0.02045223 1000 0.009979153 0.01012715 0.0104604 0.0106272 0.01087416 1000
15 0.5000001 2.5 0.45 0 0.01982648 0.02003306 0.01981249 0.0198896 0.01985582 1000 0.01058182 0.01052339 0.01046254 0.01049466 0.01090157 1000
16 0.5000001 -4.5 0.55 0 0.02167735 0.02210741 0.02223771 0.02232804 0.02241574 1000 0.006867362 0.007004534 0.006823168 0.006332217 0.006090879 1000
17 0.6 -3.5 0.65 0 0.02180852 0.022138 0.02262873 0.02323321 0.02369917 1000 0.004965958 0.004856196 0.00493631 0.00468038 0.004846789 1000
18 0.54 -4.5 0.45 0 0.02322103 0.02285919 0.02280375 0.02248329 0.02259797 1000 0.004437718 0.004293445 0.004633341 0.004774452 0.004682016 1000
