trial Response Correct Target ReactionTime
1 1 1 1 8.380002
2 2 1 2 2.799998
3 2 1 2 1.719999
4 2 1 2 3.359998
5 2 1 2 2.979998
6 1 1 1 1.459999
7 1 1 1 2.599998
8 2 1 2 1.239999
9 1 1 1 0.7599998
10 2 1 2 0.8199998
11 1 1 1 0.6599999
12 1 1 1 1.199999
13 1 1 1 1.559999
14 2 1 2 0.58
15 2 1 2 0.8799997
16 2 1 2 0.6599999
17 2 1 2 1.899999
18 2 1 2 0.6799999
19 2 1 2 0.6799999
20 2 1 2 0.6
20 2 1 2 0.6
