subject PestNr Step_Size_OnTrial Pest_Faster Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation RightOrLeftxRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5 xRotations_second0 xRotations_second1 xRotations_second2 xRotations_second3 xRotations_second4 xRotations_second5 yRotations_second0 yRotations_second1 yRotations_second2 yRotations_second3 yRotations_second4 yRotations_second5
lala 1 1.2 1 second 0 1 1 3 3.99 5.61999368667603 0 1 1 0 0.01884495 0.01812812 0.01781179 0.01788347 0.01772983 1000 0.006040184 0.006493827 0.006931762 0.006589734 0.006469474 1000 0.02004034 0.02031111 0.02043703 0.02113487 0.02148329 1000 0.006929027 0.007334313 0.02043703 0.007579481 0.007647959 1000
lala 2 1.2 1 second 0 1 2 3 2.79 0.359997987747192 0 1 1 1 0.01225497 0.01131707 0.01094329 0.01071464 0.01125864 1000 0.009480713 0.009464123 0.009907573 0.01055001 0.01074784 1000 0.01239623 0.01180287 0.01215989 0.01180533 0.01166673 1000 0.01174824 0.01113563 0.01215989 0.01128782 0.01102671 1000
lala 3 1.2 0 second 0 1 3 3 1.59 0.339998006820679 0 1 -1 0 0.01367321 0.01413248 0.0134551 0.01296208 0.01241385 1000 0.01244872 0.01184971 0.01145488 0.0115382 0.01179309 1000 0.01162064 0.01160245 0.01139926 0.01135508 0.01143269 1000 0.01233441 0.01264175 0.01139926 0.01261013 0.01255854 1000
lala 4 1.2 1 second 0 1 4 3 2.79 0.559997797012329 0 1 1 0 0.01332116 0.01392398 0.01338602 0.0134424 0.01319189 1000 0.01471227 0.01438508 0.01415248 0.01420279 0.01413117 1000 0.01196519 0.0112988 0.0113152 0.01155106 0.01142515 1000 0.01443049 0.01454928 0.0113152 0.01518396 0.0151185 1000
lala 5 0.6 1 first 0 1 5 3 2.19 0.459997892379761 0 1 1 0 0.007361966 0.005773661 0.004685776 0.004766027 0.004083255 1000 0.01670508 0.01726319 0.01751229 0.01785325 0.01812742 1000 0.009376241 0.009218032 0.008074448 0.007932829 0.008507259 1000 0.01734829 0.01722815 0.008074448 0.01712004 0.01707235 1000
lala 6 0.6 0 first 0 1 6 3 1.59 1.03999733924866 0 1 -1 0 0.009444698 0.009764948 0.01027835 0.01137511 0.01151369 1000 0.0171962 0.01700841 0.01723446 0.01710478 0.01683716 1000 0.0113104 0.01040192 0.01015054 0.01080485 0.01085577 1000 0.01731118 0.01747864 0.01015054 0.01784778 0.01777193 1000
lala 7 0.3 0 first 0 1 7 3 1.89 1.79999685287476 0 1 -1 0 0.01236349 0.01207956 0.0117525 0.01204965 0.01131716 1000 0.01725929 0.01752477 0.01804747 0.0180271 0.0173445 1000 0.01069356 0.01083429 0.01028978 0.009939606 0.009178118 1000 0.01781352 0.01793965 0.01028978 0.01760779 0.01788553 1000
lala 8 0.3 1 first 0 1 8 3 2.19 1.19999718666077 0 1 1 1 0.01030592 0.009834494 0.009314049 0.009365685 0.008923634 1000 0.02012559 0.02034775 0.02064592 0.02092559 0.02092298 1000 0.009893369 0.0101072 0.01056693 0.01054707 0.009440924 1000 0.0207765 0.02060709 0.01056693 0.02057135 0.02083594 1000
lala 9 0.15 0 first 0 1 9 3 2.04 0.839997529983521 0 1 -1 1 0.009698726 0.009741941 0.009448305 0.009598883 0.01009621 1000 0.02106571 0.02138583 0.02171985 0.02200086 0.02167434 1000 0.009327437 0.0098808 0.009572017 0.009207323 0.008400305 1000 0.02194106 0.02175168 0.009572017 0.02178409 0.02186266 1000
lala 10 0.075 0 first 0 1 10 3 2.115 0.819997549057007 0 1 -1 0 0.002647695 0.002756351 0.00354647 0.004359895 0.004283035 1000 0.01951673 0.01950324 0.01901178 0.01867362 0.01888536 1000 0.004477333 0.004906077 0.005703133 0.006089513 0.006602121 1000 0.01939922 0.01939861 0.005703133 0.01898146 0.01904627 1000
lala 11 0.075 1 second 0 1 11 3 2.19 0.519997835159302 0 1 1 0 0.007295057 0.007346829 0.007324471 0.007907401 0.008374299 1000 0.01933337 0.01945299 0.0195776 0.01918835 0.0190109 1000 0.007737444 0.006695663 0.007093332 0.008282418 0.008625974 1000 0.02017753 0.02056553 0.007093332 0.02038613 0.02015745 1000
lala 12 0.0375 1 first 0 1 12 3 2.1525 1.0999972820282 0 1 1 0 0.006857845 0.007401972 0.00740565 0.007568969 0.007260937 1000 0.01985076 0.02012567 0.02032929 0.01998661 0.02048534 1000 0.00753346 0.00767858 0.007916523 0.007259092 0.007082646 1000 0.02114712 0.02098154 0.007916523 0.02062943 0.02088179 1000
