trial Response Correct Target ReactionTime
1 1 1 1 9.920037
2 1 1 1 4.239997
3 2 1 2 3.439997
4 1 1 1 3.159998
5 1 1 1 2.839998
6 2 1 2 1.459999
7 1 1 1 0.9399996
8 2 1 2 0.6799999
9 1 1 1 1.399999
10 2 1 2 1.159999
11 2 1 2 1.499999
12 2 1 2 2.399998
13 2 1 2 1.599999
14 1 1 1 1.259999
15 1 1 1 1.259999
16 1 1 1 1.359999
17 1 1 1 1.579999
18 1 1 1 2.519998
19 1 1 1 1.799999
20 1 1 1 1.439999
20 1 1 1 1.439999
