trial Response Correct Target ReactionTime
1 2 1 2 1.959999
2 1 1 1 1.06
3 2 1 2 0.6999999
4 2 0 1 1.679999
5 1 1 1 0.9799996
6 1 0 2 0.9599996
7 1 0 2 1.239999
8 1 0 2 0.9799996
9 1 1 1 0.7999998
10 1 1 1 1.519999
11 1 0 2 1.299999
12 1 0 2 0.7999998
13 1 1 1 0.7799998
14 2 1 2 1.219999
15 1 0 2 0.7399998
16 1 0 2 0.7799998
17 1 0 2 0.7799998
18 1 0 2 0.7199998
19 2 0 1 3.259998
20 2 0 1 1.199999
20 2 0 1 1.199999
