trial Response_Time velH Occlusion_Duration velH_Subject xRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5
1 0.8399997 -2.5 0.65 0 -0.0071135 -0.006195737 -0.01423825 -0.01452015 -0.01325732 1000 0.0008230679 0.001693083 0.004192192 0.005007388 0.005439389 1000
2 0.36 -4.5 0.55 0 -0.006754337 -0.005777846 -0.005178874 -0.007895005 -0.008823325 1000 0.01348866 0.01142047 0.0087262 0.006824753 0.005050979 1000
3 0.32 -3.5 0.55 0 -0.01069492 -0.01084338 -0.009466019 -0.009231085 -0.008862718 1000 0.005428725 0.006384305 0.006792317 0.006785301 0.00692142 1000
4 0.54 -2.5 0.55 0 -0.004562687 -0.003438003 -0.003414847 -0.003258233 -0.003091251 1000 0.006868837 0.006777304 0.006998395 0.00671883 0.006311337 1000
5 0.52 4.5 0.45 0 -0.0001827113 -0.0005619666 -0.0007584203 -0.0009926022 -0.0008401182 1000 0.006763078 0.007091575 0.006478789 0.006186369 0.007017368 1000
6 0.26 -3.5 0.45 0 0.001612235 0.001563237 0.001262362 0.001729204 0.002339013 1000 0.009273583 0.009087569 0.009193988 0.009254502 0.00916748 1000
7 0.7399998 -3.5 0.65 0 0.0040982 0.004129057 0.004336302 0.004488572 0.005386471 1000 0.008396303 0.007922096 0.008035093 0.008279114 0.008184479 1000
8 0.6399999 4.5 0.65 0 0.003847887 0.00438622 0.005253709 0.003852397 0.004151653 1000 0.003668287 0.000749583 0.004819853 0.0163454 0.02453179 1000
9 0.56 3.5 0.55 0 0.006207629 0.00618246 0.006696802 0.007251494 0.006864525 1000 0.01130614 0.01098168 0.0111089 0.01192538 0.01162368 1000
10 0.7399998 -4.5 0.65 0 0.01189058 0.01253867 0.01260292 0.01371551 0.01453007 1000 0.00819932 0.007927269 0.007063608 0.00699633 0.007491926 1000
11 0.18 -2.5 0.45 0 0.0139359 0.0130236 0.0114359 0.01012659 0.01400003 1000 0.01009752 0.008930931 0.008029196 0.006565602 0.004375227 1000
12 0.6999999 4.5 0.55 0 0.008378332 0.008158408 0.008435833 0.009024004 0.009150224 1000 0.002587843 0.002739654 0.002695839 0.003374769 0.003686455 1000
13 0.24 3.5 0.65 0 0.01169942 0.01194515 0.0124032 0.01260872 0.01270764 1000 0.003667715 0.003824651 0.003330487 0.003406185 0.003812074 1000
14 0.4400001 2.5 0.45 0 0.01610235 0.01622629 0.01649936 0.0169089 0.01698479 1000 0.004686846 0.005160092 0.005261021 0.004600063 0.004721629 1000
15 0.5000001 -4.5 0.45 0 0.01969645 0.01964242 0.01950583 0.0196547 0.01974545 1000 0.004892904 0.005030833 0.004087643 0.004026733 0.004553361 1000
16 0.34 2.5 0.55 0 0.02212353 0.0224425 0.02248582 0.02262838 0.02288289 1000 0.004247754 0.00409027 0.004197078 0.00408029 0.004293764 1000
17 0.6799999 2.5 0.65 0 0.02442804 0.02351581 0.02273709 0.02161399 0.02107456 1000 0.004611763 0.003873231 0.003522655 0.00369309 0.003695497 1000
18 0.58 3.5 0.45 0 0.01670695 0.01535099 0.0151452 0.01511835 0.01469787 1000 0.004156802 0.003910588 0.004096468 0.003928312 0.004518429 1000
