trial Response Correct Target ReactionTime
1 1 0 2 20.08027
2 2 1 2 17.88022
3 2 1 2 1.499999
4 2 1 2 1.06
5 1 1 1 4.859996
6 2 1 2 0.9799996
7 1 1 1 11.14007
8 1 1 1 1.08
9 1 1 1 8.3
10 1 1 1 1.619999
11 2 0 1 7.359994
12 1 1 1 2.659998
13 2 0 1 4.639997
14 2 1 2 1.339999
15 1 1 1 2.279999
16 2 1 2 1.12
17 2 1 2 1.1
18 1 1 1 1.739999
19 1 1 1 3.319998
20 2 0 1 10.90006
20 2 0 1 10.90006

