trial Response Correct Target ReactionTime
1 2 1 2 6.559995
2 1 1 1 1.399999
3 2 1 2 1.419999
4 2 1 2 2.079999
5 1 0 2 1.02
6 2 1 2 3.079998
7 2 1 2 1.959999
8 1 1 1 0.7199998
9 1 1 1 0.7199998
10 2 1 2 0.52
11 1 1 1 0.6799999
12 2 1 2 0.7599998
13 1 1 1 0.6999999
14 2 1 2 0.6399999
15 2 1 2 1.559999
16 1 1 1 0.6399999
17 2 1 2 0.9599996
18 2 1 2 1.239999
19 1 1 1 0.6599999
20 2 1 2 0.54
20 2 1 2 0.54
