trial Response_Time velH Occlusion_Duration velH_Subject xRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5
1 2.959998 4.5 0.65 0 -0.006486817 0.004049301 0.003551055 0.001040116 -0.001974602 1000 0.004968315 0.004943128 0.004838828 0.00591378 0.006424351 1000
2 0.6599999 2.5 0.65 0 -0.01298588 -0.002324879 0.002792027 0.002731949 0.001188228 1000 -0.0007089463 0.001208762 0.00216868 0.001389233 -0.0007194755 1000
3 0.56 3.5 0.55 0 -0.01093911 -0.01100804 -0.01046874 -0.01077828 -0.01114354 1000 -0.0005538384 -0.0001415814 0.000315561 -0.000385485 -0.000906144 1000
4 0.26 2.5 0.45 0 -0.0158757 -0.01549789 -0.01533538 -0.01573675 -0.0165417 1000 -0.0009285197 9.408662E-05 6.546886E-05 -0.0002438464 -0.0008859478 1000
5 0.42 -3.5 0.45 0 -0.01957577 -0.01958183 -0.01930168 -0.01922042 -0.01892475 1000 -0.002168019 -0.002246194 -0.00232877 -0.002104134 -0.001315235 1000
6 0.28 -3.5 0.65 0 -0.02018127 -0.02005371 -0.01973064 -0.02000445 -0.01980088 1000 -0.001140187 -0.0006127458 -0.0006696609 -0.001277201 -0.001068622 1000
7 0.56 -4.5 0.65 0 -0.02307343 -0.02293823 -0.0227843 -0.02293196 -0.0229698 1000 -0.0004184379 0.0002129306 -0.0002676183 -0.0002900801 0.0002542667 1000
8 0.6599999 3.5 0.65 0 -0.02397309 -0.02406927 -0.02458148 -0.02503198 -0.02524393 1000 -0.00137023 -0.0008435678 0.0001823858 0.0005761447 0.0002049513 1000
9 0.3 -4.5 0.45 0 -0.02042231 -0.01517093 -0.01363686 -0.01558619 -0.01668346 1000 -0.0001022636 0.001197445 0.0004636854 0.000457623 0.0003731876 1000
10 0.34 2.5 0.55 0 -0.02041031 -0.02036123 -0.01966587 -0.01832675 -0.01836824 1000 -0.0006433854 -0.0007758553 -0.001044627 -0.001104618 -0.000722094 1000
11 0.56 -4.5 0.55 0 -0.02064643 -0.02061132 -0.02038115 -0.0207242 -0.02104467 1000 -0.001590559 -0.001567924 -0.0008754433 -0.0006970554 -0.0007575258 1000
12 0.6199999 4.5 0.45 0 -0.01996048 -0.01897376 -0.01913087 -0.01981377 -0.02091946 1000 -0.0001776564 0.0003015368 -7.577584E-05 -0.0007813799 -0.0007470127 1000
13 0.34 3.5 0.45 0 -0.02169545 -0.02171083 -0.02140158 -0.02154303 -0.02140838 1000 -0.001960425 -0.001471513 -0.001492231 -0.001985993 -0.00198174 1000
14 0.28 -3.5 0.55 0 -0.01828723 -0.01947536 -0.02023798 -0.01956492 -0.01979206 1000 -0.001771115 -0.001688746 -0.002071865 -0.001604406 -0.001167975 1000
15 0.3 -2.5 0.45 0 -0.0201379 -0.02056828 -0.02085595 -0.02056827 -0.02054979 1000 -0.0001298281 -0.0007932191 -0.001017262 -0.000845534 -0.0008149829 1000
16 0.5000001 -2.5 0.65 0 -0.0213127 -0.02123161 -0.02088978 -0.02043801 -0.02058981 1000 -0.0001709686 -0.0003843053 -0.0001194223 0.0002638966 0.0003136776 1000
17 0.4 -2.5 0.55 0 -0.02168625 -0.02159307 -0.02181467 -0.0222666 -0.02270914 1000 -6.987266E-05 -4.596719E-05 -0.0005896676 -0.000165907 -0.0001701045 1000
18 0.6399999 4.5 0.55 0 -0.02199431 -0.02165947 -0.02151702 -0.02183253 -0.02255647 1000 0.000994413 0.0004748632 0.0008242474 0.001222691 3.601675E-05 1000

