trial Response_Time velH Occlusion_Duration velH_Subject xRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5
1 8.159997 -4.5 0.45 0 -0.004478359 -0.003822994 -0.002817528 0.00193844 0.01289031 1000 0.01612253 0.01740685 0.01735756 0.01777099 0.01881794 1000
2 0.6399999 -2.5 0.45 0 -2.105856E-05 0.0005187128 0.0008973351 0.001440971 0.0009266313 1000 0.02243417 0.02260255 0.02249473 0.02219327 0.02221998 1000
3 0.58 4.5 0.65 0 -0.02300406 -0.02172533 -0.01724267 -0.01423049 -0.01259327 1000 0.0140198 0.01464811 0.0128675 0.01325056 0.01626633 1000
4 0.42 4.5 0.45 0 -0.01523572 -0.01447567 -0.01501058 -0.01524311 -0.0149296 1000 0.02292187 0.02390849 0.02448028 0.02332681 0.02288047 1000
5 0.34 3.5 0.55 0 -0.01490668 -0.01466489 -0.01467734 -0.01419161 -0.01425687 1000 0.02314516 0.02247894 0.02147158 0.02113094 0.02156688 1000
6 0.6399999 2.5 0.65 0 -0.01428 -0.01472259 -0.01722141 -0.01591525 -0.01597852 1000 0.02157171 0.02028333 0.0190087 0.01895286 0.01851359 1000
7 0.6599999 -3.5 0.65 0 -0.01771786 -0.01811623 -0.01747584 -0.01688598 -0.01632001 1000 0.02070709 0.02016793 0.02028423 0.02061101 0.01979561 1000
8 0.52 -2.5 0.55 0 -0.01533246 -0.01514787 -0.0154729 -0.01496939 -0.01433906 1000 0.01809236 0.01855618 0.01646694 0.01481534 0.01724731 1000
9 1.02 -2.5 0.65 0 -0.01483805 -0.01393924 -0.01389122 -0.01306146 -0.01427759 1000 0.01670956 0.01646799 0.01630729 0.01557 0.01527723 1000
10 0.8199998 -4.5 0.65 0 -0.01459463 -0.01392671 -0.0111695 -0.01227684 -0.01273226 1000 0.01138019 0.01037672 0.01052373 0.01234537 0.008517743 1000
11 0.58 4.5 0.55 0 -0.005123328 -0.003794373 -0.003191286 -0.002350546 -0.002922422 1000 -0.006797975 -0.00622762 -0.005584478 -0.004968681 -0.004143744 1000
12 0.6399999 -4.5 0.55 0 -0.00593288 -0.005672373 -0.00529463 -0.004916564 -0.004403987 1000 -0.0113036 -0.008452038 -0.006868473 -0.007303326 -0.009016664 1000
13 0.4800001 -3.5 0.55 0 -0.003846432 -0.003616371 -0.003897859 -0.003594158 -0.0033516 1000 -0.0003523514 0.0005759887 -0.0001071472 -0.001349277 -0.0008326446 1000
14 0.56 2.5 0.55 0 -0.007187069 -0.006410187 -0.005541105 -0.004532722 -0.004257318 1000 -0.00352773 -0.001258942 -0.000243461 -0.001739933 -0.0016653 1000
15 0.4800001 3.5 0.45 0 -0.003989238 -0.003674556 -0.003345667 -0.003235778 -0.003731529 1000 -0.003117518 -0.002964292 -0.002588201 -0.002979701 -0.003150076 1000
16 0.34 -3.5 0.45 0 -0.005148814 -0.005385376 -0.004793037 -0.004467912 -0.004654903 1000 -0.005135898 -0.005210709 -0.00547469 -0.00548774 -0.005691182 1000
17 0.54 2.5 0.45 0 -0.008117864 -0.008537969 -0.007745126 -0.0078832 -0.008380796 1000 -0.01031118 -0.01051692 -0.008515909 -0.007833166 -0.007757736 1000
18 0.5000001 3.5 0.65 0 -0.008559495 -0.008972617 -0.009600911 -0.009564173 -0.009336104 1000 -0.007088475 -0.007034444 -0.007026281 -0.007515669 -0.007363892 1000
