trial Response Correct Target ReactionTime
1 2 1 2 5.879995
2 1 1 1 3.359998
3 1 1 1 14.06013
4 1 1 1 4.439997
5 1 1 1 43.3608
6 2 1 2 1.299999
7 2 1 2 4.559997
8 2 1 2 2.039999
9 2 1 2 5.099996
10 2 1 2 4.719996
11 1 1 1 12.14009
12 2 1 2 3.819997
13 2 1 2 6.699995
14 2 1 2 3.639997
15 1 1 1 10.54005
16 2 1 2 5.739995
17 1 1 1 33.84058
18 2 1 2 1.399999
19 2 0 1 11.68008
20 2 1 2 1.02
20 2 1 2 1.02
