trial Response Correct Target ReactionTime
1 1 1 1 1.06
2 1 0 2 1.939999
3 1 1 1 4.459997
4 1 1 1 2.539998
5 2 1 2 3.159998
6 2 1 2 1.859999
7 2 1 2 3.659997
8 1 1 1 1.319999
9 2 1 2 1.619999
10 2 1 2 1.479999
11 2 1 2 3.779997
12 1 1 1 1.659999
13 1 1 1 0.9399996
14 1 1 1 1.459999
15 2 1 2 1.719999
16 2 1 2 1.08
17 1 1 1 2.719998
18 1 1 1 1.199999
19 2 1 2 1.399999
20 1 1 1 1.14
20 1 1 1 1.14
