trial Response_Time velH Occlusion_Duration velH_Subject xRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5
1 2.299999 3.5 0.65 0 -0.02382097 -0.02209922 -0.02147982 -0.0216256 -0.02237781 1000 0.01534406 0.01618724 0.01608622 0.01566499 0.0166871 1000
2 0.9599996 -2.5 0.55 0 -0.01677711 -0.01650667 -0.0164767 -0.01675054 -0.01685086 1000 0.01664397 0.01634846 0.01666779 0.01713389 0.01698869 1000
3 0.26 2.5 0.65 0 -0.008742998 -0.009293583 -0.008637992 -0.008297469 -0.005027059 1000 -0.006553758 -0.007936439 -0.008341555 -0.005647331 -0.002587041 1000
4 1.519999 2.5 0.55 0 -0.00761815 -0.008059234 -0.009053977 -0.00929964 -0.009420576 1000 0.008252679 0.008794842 0.00842768 0.007922032 0.007924216 1000
5 0.06 4.5 0.45 0 -0.01453493 -0.01473922 -0.01485473 -0.01483841 -0.01475943 1000 0.008726509 0.008872241 0.008699903 0.009018085 0.008590914 1000
6 0.28 -4.5 0.45 0 0.01476706 0.02120386 0.02190642 0.02003217 0.02011826 1000 0.01454149 0.006247024 0.007586773 0.007787019 0.006025343 1000
7 4.699996 -2.5 0.65 0 -0.005597898 -0.02421677 -0.03554445 -0.04511666 -0.04874222 1000 -0.0005662574 -0.0022438 -0.006675332 -0.00927894 -0.007446796 1000
8 0.18 3.5 0.45 0 0.0003459376 0.0003139591 0.0003156911 9.262569E-05 0.0001087214 1000 -0.01697668 -0.01701264 -0.01712264 -0.01632397 -0.01616465 1000
9 0.6599999 4.5 0.55 0 -0.003609917 -0.003646681 -0.003508167 -0.002940909 -0.003214945 1000 -0.01587973 -0.01613783 -0.01582323 -0.01637977 -0.01593069 1000
10 0.09999999 -3.5 0.55 0 -0.001039245 -0.001416363 -0.001468981 -0.001296121 -0.0007988085 1000 -0.01667607 -0.01677977 -0.01723092 -0.01786149 -0.01858201 1000
11 0.4800001 -4.5 0.65 0 -0.003811057 -0.004402869 -0.00419629 -0.003979206 -0.003980934 1000 -0.01849729 -0.01863076 -0.01887048 -0.01919296 -0.01935718 1000
12 0.5000001 3.5 0.55 0 -0.005817256 -0.005245778 -0.005330114 -0.00573182 -0.006230173 1000 -0.01897392 -0.01865529 -0.01850089 -0.01867503 -0.01824601 1000
13 0.42 -2.5 0.45 0 -0.006756501 -0.00653989 -0.006272999 -0.006168841 -0.005776422 1000 -0.01912097 -0.01911877 -0.01957216 -0.02003304 -0.02052252 1000
14 0.4600001 -4.5 0.55 0 -0.006453945 -0.006146664 -0.006250898 -0.006288388 -0.006176988 1000 -0.01840119 -0.01851205 -0.01829823 -0.01818304 -0.01863347 1000
15 0.4600001 -3.5 0.45 0 -0.006402486 -0.006338596 -0.005915638 -0.006200114 -0.006031202 1000 -0.01974894 -0.02000552 -0.02001373 -0.01984235 -0.02039326 1000
16 0.4600001 -3.5 0.65 0 -0.007578335 -0.007832661 -0.007235521 -0.007304811 -0.007387463 1000 -0.02112886 -0.02072457 -0.02071448 -0.020952 -0.02114345 1000
17 0.42 2.5 0.45 0 -0.008657566 -0.009103651 -0.008654783 -0.008314427 -0.007793185 1000 -0.02040352 -0.02036521 -0.0210438 -0.02113471 -0.02143984 1000
18 0.58 4.5 0.65 0 -0.00736483 -0.007379835 -0.00788908 -0.007553054 -0.007719821 1000 -0.02224506 -0.02172447 -0.02170149 -0.02277434 -0.02261285 1000
