trial Response Correct Target ReactionTime
1 1 1 1 2.179999
2 2 1 2 1.379999
3 1 1 1 1.579999
4 1 1 1 2.679998
5 2 1 2 0.8599997
6 1 1 1 1.319999
7 2 1 2 0.6999999
8 2 1 2 0.9199997
9 2 1 2 1.439999
10 1 1 1 0.6399999
11 2 1 2 0.56
12 1 1 1 0.6199999
13 1 1 1 1.14
14 2 1 2 0.6
15 1 1 1 0.6799999
16 1 1 1 2.019999
17 1 1 1 2.699998
18 1 1 1 0.8599997
19 2 1 2 0.8799997
20 2 1 2 1.699999
20 2 1 2 1.699999
