subject PestNr Step_Size_OnTrial Pest_Faster Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation RightOrLeftxRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5 xRotations_second0 xRotations_second1 xRotations_second2 xRotations_second3 xRotations_second4 xRotations_second5 yRotations_second0 yRotations_second1 yRotations_second2 yRotations_second3 yRotations_second4 yRotations_second5
lala 1 1.2 1 second 0 1 1 3 3.99 2.37999629974365 0 1 1 0 0.002330605 -0.002218021 0.004786999 0.004420042 0.004945399 1000 -0.0008560242 -0.008521779 -0.004190417 -0.0002318592 -0.0007344168 1000 0.00418915 0.003613453 0.002640681 0.001811446 0.002043103 1000 -0.0007134452 -0.001045779 0.002640681 -0.0006458313 -0.0007185747 1000
lala 2 1.2 1 first 0 1 2 3 2.79 1.23999714851379 0 1 1 1 0.002299412 0.00327313 0.004053603 0.002234598 0.004516641 1000 -0.005927373 -0.006148182 -0.005482089 -0.003221099 -0.00400635 1000 -0.001441427 0.0004976018 0.001133072 0.0004886008 -2.491458E-05 1000 -0.007261295 -0.006493621 0.001133072 -0.006469899 -0.006934094 1000
lala 3 1.2 0 second 0 1 3 3 1.59 1.15999722480774 0 1 -1 1 -0.002653207 -0.001805932 -0.001555671 -0.002304593 -0.002622859 1000 -0.006525998 -0.00639607 -0.006540983 -0.006429089 -0.00635585 1000 -0.003422545 -0.003278824 -0.0030926 -0.002608713 -0.00247925 1000 -0.005808519 -0.006388828 -0.0030926 -0.006258966 -0.006731415 1000
lala 4 1.2 1 second 0 1 4 3 2.79 0.879997491836548 0 1 1 1 -0.005080333 -0.004767003 -0.004697591 -0.005136376 -0.004951672 1000 -0.005783415 -0.005495742 -0.005750139 -0.005972697 -0.006333129 1000 -0.004799022 -0.004788319 -0.004669005 -0.004223076 -0.004277742 1000 -0.006133335 -0.006007853 -0.004669005 -0.005892083 -0.005858517 1000
lala 5 0.6 0 first 0 1 5 3 2.19 1.3999969959259 0 1 -1 0 0.01811151 0.004343609 0.003145355 0.00572105 0.006876427 1000 0.0003006627 0.0004287718 0.0001460385 -0.0002963187 -8.722232E-05 1000 0.004073047 0.003937789 0.003789389 0.003805101 0.003801672 1000 -0.0009992215 -0.0007117178 0.003789389 -0.001250158 -0.001137181 1000
lala 6 0.3 1 first 0 1 6 3 2.49 1.25999712944031 0 1 1 1 0.001145926 0.001469954 0.001325174 0.0007758048 0.0009636302 1000 -0.0008998621 -0.001079408 -0.001310397 -0.001485108 -0.001577352 1000 1.742586E-05 -0.000411378 -0.0001691094 0.0001605216 0.0005058554 1000 -0.001401426 -0.001524513 -0.0001691094 -0.0008679027 -0.001229534 1000
lala 7 0.15 1 first 0 1 7 3 2.34 1.13999724388123 0 1 1 0 -0.001805734 -0.001847369 -0.002035829 -0.001828198 -0.001601131 1000 -0.002469798 -0.002746186 -0.002510249 -0.002392909 -0.002724379 1000 -0.001902314 -0.002047973 -0.002468908 -0.002365548 -0.002610959 1000 -0.002636172 -0.002549847 -0.002468908 -0.002131077 -0.001966464 1000
lala 8 0.15 1 second 0 1 8 3 2.19 0.899997472763062 0 1 1 0 -0.003062336 -0.003002651 -0.00299236 -0.00319441 -0.003230227 1000 -0.001926816 -0.001995032 -0.001969335 -0.002086921 -0.002183673 1000 -0.003291512 -0.003462947 -0.003466014 -0.003320492 -0.003355836 1000 -0.00198383 -0.001772494 -0.003466014 -0.002048391 -0.002253128 1000
lala 9 0.15 0 second 0 1 9 3 2.04 1.3999969959259 0 1 -1 0 -0.003536802 -0.003546122 -0.003661248 -0.003860399 -0.003464717 1000 -0.002226425 -0.002611246 -0.002704506 -0.002627411 -0.002584545 1000 -0.004385535 -0.003970946 -0.003777936 -0.004030394 -0.00371726 1000 -0.002076781 -0.001750161 -0.003777936 -0.002076365 -0.002090454 1000
lala 10 0.075 1 second 0 1 10 3 2.115 1.33999705314636 0 1 1 0 -0.004974194 -0.005343311 -0.00463695 -0.004679264 -0.005118558 1000 -0.001914 -0.001860059 -0.001661951 -0.00138607 -0.001492491 1000 -0.004775579 -0.004930635 -0.004916088 -0.004774423 -0.004669662 1000 -0.001605768 -0.001720881 -0.004916088 -0.001452836 -0.001734001 1000
