trial Response_Time velH Occlusion_Duration velH_Subject xRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5
1 6.919994 2.5 0.65 0 0.006216629 0.006707437 0.01385248 0.02217874 0.03259143 1000 -0.002995832 0.0160131 0.01751068 0.01270239 0.01732485 1000
2 1.14 4.5 0.55 0 0.01601787 0.0167881 0.01735605 0.01704659 0.0169959 1000 -0.002129571 -0.001963839 -0.00209595 -0.002535949 -0.002284653 1000
3 0.42 -4.5 0.45 0 0.01966628 0.02101677 0.02121489 0.02053031 0.02174046 1000 -3.732683E-05 0.0006319124 0.0002602036 -0.0008787581 -0.001618152 1000
4 0.32 2.5 0.55 0 0.01634425 0.01612883 0.01571867 0.01551798 0.01620016 1000 -0.00508697 -0.004305009 -0.003611157 -0.004193892 -0.004326441 1000
5 0.6199999 -2.5 0.65 0 0.01932487 0.01803468 0.0174852 0.01691044 0.0168351 1000 -0.004865304 -0.00500324 -0.004655367 -0.004775362 -0.005852643 1000
6 0.58 3.5 0.45 0 0.01660546 0.01670207 0.01671981 0.01721546 0.01789797 1000 -0.007180515 -0.006570136 -0.006087875 -0.006674846 -0.006895311 1000
7 0.6999999 -3.5 0.65 0 0.01702072 0.01720079 0.01730989 0.01772284 0.01867803 1000 -0.008901362 -0.008828959 -0.009287457 -0.009722222 -0.009427626 1000
8 0.56 3.5 0.55 0 0.01920854 0.01926208 0.01934903 0.01957356 0.01960969 1000 -0.009031551 -0.009225478 -0.008682883 -0.009047712 -0.009283714 1000
9 0.6199999 4.5 0.65 0 0.01922186 0.01891625 0.01873115 0.0192034 0.01970089 1000 -0.0116566 -0.01150198 -0.01179258 -0.01140201 -0.01134244 1000
10 0.6399999 -4.5 0.65 0 0.01813626 0.01779114 0.01810382 0.01873676 0.01841142 1000 -0.01294547 -0.01313957 -0.012792 -0.01287572 -0.01326158 1000
11 0.52 -3.5 0.45 0 0.01874685 0.01822179 0.01832568 0.0188967 0.01922703 1000 -0.01494887 -0.01505383 -0.01513385 -0.01467107 -0.01466137 1000
12 0.4400001 -3.5 0.55 0 0.01954285 0.01931473 0.01937177 0.02015538 0.02084574 1000 -0.01501464 -0.01457665 -0.01437296 -0.01475168 -0.01476522 1000
13 0.4600001 2.5 0.45 0 0.01842216 0.01828753 0.01817041 0.01862126 0.01901557 1000 -0.01551019 -0.01518203 -0.01497244 -0.01450519 -0.01440809 1000
14 0.6599999 3.5 0.65 0 0.01915544 0.01905297 0.01909103 0.01909295 0.01934959 1000 -0.01588779 -0.0159678 -0.0155828 -0.01549975 -0.01587537 1000
15 0.4600001 4.5 0.45 0 0.01989945 0.01998931 0.02033689 0.02098319 0.02148139 1000 -0.01810628 -0.01736657 -0.01789302 -0.01802326 -0.01782844 1000
16 0.4 -2.5 0.55 0 0.01966834 0.01979843 0.01969065 0.0198506 0.01921932 1000 -0.01898073 -0.0195486 -0.01919917 -0.01915413 -0.01942845 1000
17 0.4800001 -2.5 0.45 0 0.01789012 0.0178209 0.01794894 0.01835129 0.01872262 1000 -0.02175109 -0.02166885 -0.02180861 -0.02150287 -0.02132187 1000
18 0.6799999 -4.5 0.55 0 0.01844569 0.01846981 0.01826625 0.01827118 0.01816757 1000 -0.02239029 -0.02246167 -0.02212104 -0.02236298 -0.02214809 1000
