trial Response Correct Target ReactionTime
1 1 0 2 11.32007
2 2 0 1 9.18002
3 2 0 1 3.559997
4 2 1 2 4.739996
5 2 1 2 6.139995
6 1 0 2 5.879995
7 1 0 2 6.439995
8 2 0 1 3.519997
9 1 0 2 3.339998
10 2 0 1 4.059997
11 2 1 2 10.12004
12 2 0 1 1.259999
13 2 1 2 1.959999
14 2 1 2 0.7799998
15 2 1 2 0.7199998
16 1 0 2 0.7999998
17 2 1 2 0.58
18 1 0 2 0.7199998
19 2 1 2 0.56
20 1 0 2 10.36005
20 1 0 2 10.36005
