trial Response_Time velH Occlusion_Duration velH_Subject xRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5
1 7.159994 -4.5 0.55 0 0.001880337 0.01322361 0.004492634 0.0008212489 -0.003664738 1000 -0.0008666226 -0.001167774 -0.001501076 -0.005861287 -0.004659267 1000
2 0.18 3.5 0.55 0 0.002015375 0.001818131 0.0175874 0.03385375 0.03987745 1000 0.002603029 -0.00219009 0.001506187 0.005569498 0.01350907 1000
3 0.6999999 -2.5 0.55 0 0.01558442 0.01908628 0.01903882 0.01846394 0.008649658 1000 -0.02568999 -0.06357627 -0.06240764 -0.0394499 -0.02495106 1000
4 0.58 3.5 0.65 0 -0.002281326 0.003844789 0.004616855 0.005068892 0.00630191 1000 -0.01459396 -0.01297442 -0.01163218 -0.007261359 -0.0055183 1000
5 0.52 -3.5 0.55 0 -0.0003229071 0.000447366 0.00117032 0.001245718 0.001718758 1000 -0.009918455 -0.00785148 -0.005218155 -0.006287875 -0.006319967 1000
6 0.6 2.5 0.55 0 0.004640918 0.005400775 0.006093507 0.008985224 0.006942632 1000 -0.003204167 -0.002407707 -0.00227432 -0.00179875 -0.002623848 1000
7 0.4400001 4.5 0.55 0 0.01232581 0.01299389 0.01009273 0.01071412 0.01042823 1000 -0.007864027 -0.006123302 -0.01051486 -0.00994057 -0.008684848 1000
8 0.6 -3.5 0.65 0 0.01007127 0.009795716 0.008667187 0.009351352 0.009717622 1000 -0.008293216 -0.007939643 -0.005249121 -0.004730992 -0.00463463 1000
9 0.58 2.5 0.65 0 0.01114282 0.01125135 0.01168744 0.01209598 0.01195667 1000 -0.007157626 -0.005848644 -0.006276495 -0.006151297 -0.006155886 1000
10 0.4600001 -2.5 0.45 0 0.01009373 0.006717139 0.008236787 0.009827555 0.009977346 1000 -0.01021375 -0.01190516 -0.0117369 -0.009140568 -0.009643157 1000
11 0.4600001 4.5 0.45 0 0.01563054 0.0142656 0.01487097 0.01547894 0.01502256 1000 -0.003325399 -0.001998258 -0.001060063 -0.002244601 -0.002622806 1000
12 0.42 3.5 0.45 0 0.01289574 0.01445088 0.01323828 0.01416322 0.01226614 1000 -0.006551258 -0.006630658 -0.006715906 -0.005763886 -0.005473007 1000
13 0.4800001 2.5 0.45 0 0.01257709 0.01390748 0.01379262 0.01388398 0.01474856 1000 -0.005350881 -0.005217712 -0.005448455 -0.006191907 -0.006709754 1000
14 0.3 -2.5 0.65 0 0.0145322 0.01452531 0.01509762 0.01496423 0.01469342 1000 -0.007584481 -0.007782775 -0.00740843 -0.006956305 -0.007446043 1000
15 0.58 4.5 0.65 0 0.01671954 0.01800225 0.01730757 0.01687718 0.0166392 1000 -0.005068359 -0.004644812 -0.004726457 -0.005108606 -0.004826424 1000
16 0.5000001 -3.5 0.45 0 0.01463942 0.01487605 0.01634731 0.01772304 0.0182136 1000 -0.004249945 -0.004817133 -0.00489994 -0.00463385 -0.005549719 1000
17 0.52 -4.5 0.45 0 -0.005591976 -0.03086426 -0.03376977 -0.03357264 -0.01647342 1000 0.00651877 0.002849207 0.01016431 0.01050383 0.004251896 1000
18 0.4800001 -4.5 0.65 0 -0.001467176 -0.002837437 -0.001773939 -0.0004855827 0.002755858 1000 0.01658028 0.01244758 0.008043099 0.006567715 0.005522469 1000
