subject PestNr Step_Size_OnTrial Pest_Faster Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation RightOrLeftxRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5 xRotations_second0 xRotations_second1 xRotations_second2 xRotations_second3 xRotations_second4 xRotations_second5 yRotations_second0 yRotations_second1 yRotations_second2 yRotations_second3 yRotations_second4 yRotations_second5
lala 1 1.2 1 second 1 1 1 4 5.32 0.879997491836548 -1 1 1 1 0.006695156 0.005119295 0.004227153 0.001735069 0.001072909 1000 0.006695156 0.005119295 0.004227153 0.001735069 0.001072909 1000 0.004559311 0.005780092 0.007017879 0.007323806 0.007890695 1000 0.004559311 0.005780092 0.007017879 0.007323806 0.007890695 1000
lala 1 1.2 0 second 3 1 2 5 6.65 0.479997873306274 -1 1 -1 0 0.008400252 0.007962454 0.007598491 0.007942578 0.007841369 1000 0.008400252 0.007962454 0.007598491 0.007942578 0.007841369 1000 0.007986074 0.008041408 0.008551065 0.009196153 0.009601059 1000 0.007986074 0.008041408 0.008551065 0.009196153 0.009601059 1000
lala 1 1.2 0 first 17 1 3 6 7.98 0.839997529983521 0 1 -1 1 0.007096551 0.007325029 0.008732048 1000 1000 1000 0.007096551 0.007325029 0.008732048 1000 1000 1000 0.00659933 0.00672419 0.006632768 0.007089031 0.006822555 1000 0.00659933 0.00672419 0.006632768 0.007089031 0.006822555 1000
lala 1 1.2 0 first 0 1 4 4 2.64 0.499997854232788 -1 0 -1 0 0.008087883 0.00789353 0.007880899 1000 1000 1000 0.008087883 0.00789353 0.007880899 1000 1000 1000 0.005375226 0.004907871 0.005354455 0.005421298 0.005125969 1000 0.005375226 0.004907871 0.005354455 0.005421298 0.005125969 1000
lala 1 1.2 0 first 4 1 5 6 3.96 0.839997529983521 -1 0 -1 1 0.006331192 0.006485836 0.007826499 1000 1000 1000 0.006331192 0.006485836 0.007826499 1000 1000 1000 0.001967586 0.002065988 0.001745456 0.002084326 0.002388368 1000 0.001967586 0.002065988 0.001745456 0.002084326 0.002388368 1000
lala 2 1.2 1 first 3 1 6 5 7.85 2.95999574661255 -1 1 1 0 -0.0001702834 0.000690537 0.001132458 1000 1000 1000 -0.0001702834 0.000690537 0.001132458 1000 1000 1000 0.001868863 0.0009730612 0.000396431 -0.0003431268 -0.000526994 1000 0.001868863 0.0009730612 0.000396431 -0.0003431268 -0.000526994 1000
lala 1 1.2 1 second 13 1 7 4 5.32 0.499997854232788 0 1 1 0 0.002696798 0.002450955 0.002642258 0.002861674 0.003187873 1000 0.002696798 0.002450955 0.002642258 0.002861674 0.003187873 1000 0.004946267 0.005486175 0.005561868 0.004954441 0.0048075 1000 0.004946267 0.005486175 0.005561868 0.004954441 0.0048075 1000
lala 1 1.2 1 second 11 1 8 6 7.98 0.759997606277466 1 1 1 1 0.008236383 0.007905548 0.007589163 0.006943854 0.007246876 1000 0.008236383 0.007905548 0.007589163 0.006943854 0.007246876 1000 0.00746848 0.006563038 0.006525503 0.007249964 0.007572455 1000 0.00746848 0.006563038 0.006525503 0.007249964 0.007572455 1000
lala 1 1.2 0 second 12 1 9 4 2.64 1.13999724388123 0 0 -1 0 0.008792995 0.008250027 0.00769341 0.007380266 0.007121307 1000 0.008792995 0.008250027 0.00769341 0.007380266 0.007121307 1000 0.009820146 0.009328512 0.007100575 0.006980972 0.007933533 1000 0.009820146 0.009328512 0.007100575 0.006980972 0.007933533 1000
lala 1 1.2 1 first 9 1 10 5 6.65 0.01999831199646 1 1 1 1 0.007314436 0.006990107 0.006639726 1000 1000 1000 0.007314436 0.006990107 0.006639726 1000 1000 1000 0.01074225 0.0112945 0.01114728 0.01018187 0.01059021 1000 0.01074225 0.0112945 0.01114728 0.01018187 0.01059021 1000
lala 2 1.2 1 second 12 1 11 4 3.84 1.0999972820282 0 0 1 0 0.009084584 0.008947909 0.009107961 0.009358346 0.009358591 1000 0.009084584 0.008947909 0.009107961 0.009358346 0.009358591 1000 0.01004811 0.009712656 0.009241312 0.009718281 0.009922989 1000 0.01004811 0.009712656 0.009241312 0.009718281 0.009922989 1000
lala 1 1.2 1 first 2 1 12 5 3.3 1.91999673843384 -1 0 1 0 0.01162857 0.01232189 0.01202754 1000 1000 1000 0.01162857 0.01232189 0.01202754 1000 1000 1000 0.01203898 0.01249907 0.0124915 0.01264391 0.01329917 1000 0.01203898 0.01249907 0.0124915 0.01264391 0.01329917 1000
lala 2 1.2 0 second 0 1 13 4 3.84 1.23999714851379 -1 0 -1 1 0.01602163 0.01639281 0.01717466 0.01803924 0.01744607 1000 0.01602163 0.01639281 0.01717466 0.01803924 0.01744607 1000 0.01907302 0.01921978 0.01820656 0.01822473 0.01903148 1000 0.01907302 0.01921978 0.01820656 0.01822473 0.01903148 1000
lala 2 1.2 1 first 1 1 14 4 4.12 2.51999616622925 -1 1 1 1 0.01809209 0.01986959 0.02109894 1000 1000 1000 0.01809209 0.01986959 0.02109894 1000 1000 1000 0.02030332 0.02036747 0.02024768 0.02050579 0.02011498 1000 0.02030332 0.02036747 0.02024768 0.02050579 0.02011498 1000
lala 2 1.2 0 first 2 1 15 5 2.1 0.519997835159302 -1 0 -1 0 0.0148532 0.01462401 0.0146543 1000 1000 1000 0.0148532 0.01462401 0.0146543 1000 1000 1000 0.01200913 0.01242861 0.01259012 0.01237517 0.01189576 1000 0.01200913 0.01242861 0.01259012 0.01237517 0.01189576 1000
lala 2 1.2 1 second 13 1 16 4 4.12 0.759997606277466 0 1 1 0 0.01370592 0.01347657 0.01322586 0.0123163 0.01122872 1000 0.01370592 0.01347657 0.01322586 0.0123163 0.01122872 1000 0.0120691 0.01225969 0.01276475 0.01268888 0.01247478 1000 0.0120691 0.01225969 0.01276475 0.01268888 0.01247478 1000
