subject PestNr Step_Size_OnTrial Pest_Faster Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation RightOrLeftxRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5 xRotations_second0 xRotations_second1 xRotations_second2 xRotations_second3 xRotations_second4 xRotations_second5 yRotations_second0 yRotations_second1 yRotations_second2 yRotations_second3 yRotations_second4 yRotations_second5
lala 1 1.2 0 first 0 1 1 3 3.99 15.3602156639099 0 1 -1 1 0.01358741 0.01230486 0.008751756 0.008691296 0.009232801 1000 0.02535211 0.01652778 0.01207501 0.01412024 0.0186309 1000 0.002283171 0.002222651 0.002736944 0.002348136 0.001657231 1000 0.008581729 0.0002057308 0.002736944 -0.01236753 -0.006732805 1000
lala 2 1.2 0 second 0 1 2 3 5.190001 3.35999536514282 0 1 -1 0 -0.000348969 -0.001823385 -0.002272343 -0.0008463219 -0.0001817735 1000 0.01063426 0.008517349 0.009021753 0.008538562 0.00793638 1000 -9.868662E-05 -0.0009849392 -0.001413017 -0.001393609 -0.001557457 1000 0.004667222 0.00419576 -0.001413017 0.004910451 0.004513468 1000
lala 3 1.2 1 second 0 1 3 3 6.39 0.639997720718384 0 1 1 1 -0.006707928 -0.006882286 -0.00606194 -0.006785248 -0.007103912 1000 0.01006036 0.009730035 0.00870606 0.00916904 0.009544813 1000 -0.007166092 -0.007402766 -0.006517623 -0.006494415 -0.007358376 1000 0.01340725 0.01285052 -0.006517623 0.01235732 0.01225352 1000
lala 4 1.2 1 second 0 1 4 3 5.190001 22.7803854942322 0 1 1 0 -0.009212689 -0.009052076 -0.008763778 -0.009309889 -0.00912929 1000 0.006719086 0.006090415 0.005626325 0.004622415 0.003998399 1000 -0.007934975 -0.007207597 -0.006649205 -0.006857963 -0.007106443 1000 0.001078293 0.001347209 -0.006649205 0.001136736 0.001268636 1000
lala 5 1.2 1 first 0 1 5 3 3.99 0.339998006820679 0 1 1 1 -0.01195152 -0.01036136 -0.008220945 -0.007169697 -0.006684524 1000 0.01986553 0.01909297 0.0180862 0.01803919 0.01760216 1000 -0.007005307 -0.007702364 -0.007021087 -0.007075794 -0.007663324 1000 0.02060738 0.02080266 -0.007021087 0.02040478 0.02150039 1000
lala 6 2.4 0 first 0 1 6 3 1.59 0.539997816085815 0 1 -1 1 -0.006827254 -0.008860487 -0.008334056 -0.009561195 -0.009449533 1000 0.02405655 0.02513503 0.02592915 0.02536123 0.02438584 1000 -0.009252505 -0.009774127 -0.009456748 -0.009299718 -0.009346373 1000 0.02377913 0.0238927 -0.009456748 0.02418845 0.02419725 1000
lala 7 1.2 0 first 0 1 7 3 2.79 0.899997472763062 0 1 -1 0 -0.008142836 -0.009801047 -0.01064301 -0.01032719 -0.009613191 1000 0.01797859 0.01810785 0.01870236 0.01901616 0.01863747 1000 -0.009744925 -0.009428077 -0.008732378 -0.007881308 -0.008072147 1000 0.01950062 0.02017832 -0.008732378 0.02074421 0.02021648 1000
lala 8 1.2 1 second 0 1 8 3 3.99 0.199998140335083 0 1 1 1 -0.01092957 -0.01225913 -0.01234637 -0.01224984 -0.01267194 1000 0.01560857 0.0160693 0.01662507 0.01686761 0.0174155 1000 -0.01113955 -0.01081314 -0.01047911 -0.009960915 -0.01008083 1000 0.01794488 0.0177349 -0.01047911 0.01671014 0.01693845 1000
lala 9 0.6 1 second 0 1 9 3 3.39 0.39999794960022 0 1 1 0 -0.008696758 -0.008711816 -0.009350965 -0.00934252 -0.008874385 1000 0.01659075 0.01762271 0.01854486 0.01799395 0.01746005 1000 -0.008843832 -0.008229513 -0.008319451 -0.008307881 -0.007451393 1000 0.01625596 0.01565944 -0.008319451 0.01625956 0.01642252 1000
lala 10 0.6 1 first 0 1 10 3 2.79 4.07999467849731 0 1 1 0 0.0006707592 0.001422329 0.004589967 0.008994828 0.01054287 1000 0.02881672 0.03478186 0.02719619 0.01937916 0.01694258 1000 0.01076901 0.01040296 0.009869347 0.01046537 0.009378337 1000 0.01891551 0.01906328 0.009869347 0.01645003 0.01649147 1000
lala 11 0.6 1 first 0 1 11 3 2.190001 0.559997797012329 0 1 1 0 0.00383016 0.003502174 0.005956366 0.006576163 0.005847588 1000 0.008278806 0.006941219 0.003408256 0.001881162 0.004299145 1000 0.009463239 0.009611567 0.00982771 0.009954897 0.009386884 1000 0.005583781 0.006020986 0.00982771 0.006305214 0.005815581 1000
lala 12 1.2 0 second 0 1 12 3 0.9900005 2.03999662399292 0 1 -1 1 0.01822397 0.01832652 0.01695556 0.01525923 0.01433785 1000 0.002133721 0.002072269 0.002369547 0.002923569 0.002939965 1000 0.01273521 0.01322154 0.01237786 0.01162393 0.0114856 1000 0.005158544 0.004562286 0.01237786 0.004758559 0.005091166 1000
lala 13 0.6 0 first 0 1 13 3 1.590001 0.499997854232788 0 1 -1 0 0.01417025 0.01446541 0.01418542 0.01352044 0.0134235 1000 0.00292906 0.002434287 0.002765666 0.003078577 0.002786764 1000 0.01075753 0.0111986 0.01131946 0.01100643 0.01092146 1000 0.00308834 0.003874418 0.01131946 0.004006301 0.004660628 1000
lala 14 0.6 1 second 0 1 14 3 2.190001 2.13999652862549 0 1 1 0 0.01299344 0.0123875 0.01205684 0.01256555 0.01283864 1000 0.003904523 0.002944459 0.002838883 0.002204729 0.001571044 1000 0.01189187 0.01241092 0.01206154 0.0129007 0.01325562 1000 0.003157456 0.003988779 0.01206154 0.003954901 0.003214591 1000
lala 15 0.3 0 second 0 1 15 3 1.890001 1.41999697685242 0 1 -1 0 0.008163355 0.00775871 0.007416634 0.006827652 0.008030182 1000 0.003482702 0.004784412 0.004382656 0.007082956 0.005468482 1000 0.01473347 0.0145611 0.01428873 0.01368013 0.01484579 1000 0.004970943 0.005449957 0.01428873 0.004575033 0.004336683 1000
lala 16 0.15 0 first 0 1 16 3 2.040001 0.479997873306274 0 1 -1 0 -0.01934183 -0.01850585 -0.0250096 -0.02775366 -0.02534848 1000 0.01356108 0.02244161 0.02470224 0.02380978 0.02284642 1000 -0.02264638 -0.02305087 -0.02291264 -0.02242203 -0.02147806 1000 0.02020601 0.02090859 -0.02291264 0.02120052 0.02171338 1000
lala 17 0.15 0 second 0 1 17 3 2.190001 0.799997568130493 0 1 -1 0 -0.01313881 -0.0125615 -0.01389758 -0.01456805 -0.01376112 1000 0.02221149 0.02246743 0.0243541 0.02386667 0.02279701 1000 -0.01210892 -0.01228377 -0.01337195 -0.01346065 -0.01307556 1000 0.02179716 0.02061061 -0.01337195 0.02120911 0.0212955 1000
lala 18 0.15 0 second 0 1 18 3 2.340001 0.919997453689575 0 1 -1 1 -0.01364904 -0.01616339 -0.01900942 -0.02053382 -0.02137819 1000 0.01877221 0.02036441 0.0199898 0.02087354 0.02039828 1000 -0.01993206 -0.020545 -0.02092032 -0.02107873 -0.02155981 1000 0.02218195 0.02226332 -0.02092032 0.02259602 0.02240243 1000
lala 19 0.3 1 second 0 1 19 3 2.640001 0.439997911453247 0 1 1 0 -0.02016985 -0.01979037 -0.0197628 -0.02022033 -0.02093406 1000 0.02159207 0.02262018 0.02162546 0.021861 0.0215914 1000 -0.01991626 -0.01947677 -0.01923342 -0.01955808 -0.0195702 1000 0.02340387 0.02276052 -0.01923342 0.01969275 0.02012755 1000
lala 20 0.15 1 second 0 1 20 3 2.490001 0.879997491836548 0 1 1 0 -0.004298009 -0.003313651 -0.002240507 -0.00109239 -0.001249034 1000 0.00945491 0.009817024 0.007980802 0.008206433 0.009737926 1000 -0.0004310775 0.00100206 0.003530722 0.004574747 0.003795803 1000 0.01419003 0.01499643 0.003530722 0.01549443 0.01693406 1000
