trial Response Correct Target ReactionTime
1 1 1 1 68.48052
2 1 1 1 3.019998
3 2 0 1 0.9599996
4 1 1 1 1.279999
5 2 1 2 0.7199998
6 2 1 2 0.9199997
7 1 1 1 1.979999
8 1 1 1 1.699999
9 2 0 1 0.9399996
10 2 0 1 1.459999
11 2 0 1 0.6999999
12 2 0 1 0.7399998
13 1 1 1 4.079997
14 2 1 2 0.6
15 1 1 1 1.639999
16 2 1 2 0.9799996
17 2 1 2 0.6799999
18 2 1 2 0.9199997
19 1 1 1 1.699999
20 1 1 1 1.759999
20 1 1 1 1.759999

