trial Response Correct Target ReactionTime
1 2 1 2 3.239998
2 2 1 2 6.739995
3 2 1 2 1.499999
4 2 1 2 1.759999
5 2 1 2 2.399998
6 1 1 1 5.259996
7 2 0 1 4.319997
8 1 0 2 1.279999
9 1 1 1 2.119999
10 1 1 1 5.879995
11 2 0 1 1.339999
12 1 0 2 4.439997
13 2 1 2 1.12
14 1 0 2 2.219999
15 2 1 2 7.579994
16 2 0 1 1.06
17 1 1 1 1.279999
18 1 1 1 11.94008
19 1 1 1 2.379998
20 1 0 2 7.419994
20 1 0 2 7.419994
