trial Response_Time velH Occlusion_Duration velH_Subject xRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5
1 15.54017 -2.5 0.45 0 -0.02176302 -0.02161912 -0.02458398 -0.02595648 -0.02619678 1000 -0.01802389 -0.01827169 -0.01746567 -0.01898996 -0.01852603 1000
2 0.56 -3.5 0.55 0 -0.01537133 -0.01514583 -0.01508153 -0.01549004 -0.01540118 1000 0.003267649 0.003520935 0.003003758 0.002921807 0.002899309 1000
3 0.6399999 -3.5 0.65 0 -0.01231601 -0.01216573 -0.01144616 -0.01133401 -0.01204039 1000 0.007842243 0.007613507 0.007613278 0.007870021 0.007990578 1000
4 0.5000001 4.5 0.65 0 -0.01000574 -0.0101684 -0.01063973 -0.01082141 -0.01072566 1000 0.008624775 0.008300177 0.008897822 0.008808677 0.008412483 1000
5 0.6599999 -4.5 0.65 0 -0.008752216 -0.008531742 -0.008566188 -0.009172351 -0.009603272 1000 0.006374378 0.006153303 0.005561098 0.006110009 0.005213676 1000
6 0.6199999 2.5 0.45 0 -0.008219932 -0.007958326 -0.007736815 -0.007693296 -0.0079516 1000 0.007117027 0.007288078 0.007381592 0.007405149 0.007683496 1000
7 0.4600001 2.5 0.65 0 -0.007132776 -0.007142412 -0.007183057 -0.007212762 -0.006753867 1000 0.005500162 0.004974279 0.005260226 0.005329326 0.005295695 1000
8 0.7399998 2.5 0.55 0 -0.007103657 -0.006913859 -0.006739261 -0.006661534 -0.006901375 1000 0.003339487 0.003237742 0.003581592 0.003600818 0.0031267 1000
9 0.6599999 3.5 0.55 0 -0.006429324 -0.005660871 -0.005761944 -0.005917248 -0.005601099 1000 0.003099005 0.003104448 0.003523894 0.002959765 0.003399592 1000
10 0.4800001 -4.5 0.55 0 -0.005445578 -0.004889819 -0.005099877 -0.005371344 -0.00520541 1000 0.001090822 0.001201581 0.0007980689 0.001132808 0.001285976 1000
11 0.4800001 -2.5 0.55 0 -0.003655649 -0.003565038 -0.00407802 -0.00377807 -0.002867205 1000 0.002131817 0.002398653 0.002265392 0.002147804 0.002374502 1000
12 0.6 -3.5 0.45 0 -0.003481427 -0.003475385 -0.003191902 -0.003361941 -0.003346617 1000 0.002583205 0.002300188 0.002566954 0.002256477 0.001808692 1000
13 0.6399999 4.5 0.55 0 -0.003840395 -0.00319991 -0.002768522 -0.002740103 -0.002510558 1000 0.003561654 0.003776549 0.004283406 0.004770461 0.004227953 1000
14 0.56 -2.5 0.65 0 -0.00278525 -0.002684 -0.002252188 -0.00230546 -0.002670143 1000 0.00189268 0.001725855 0.002066759 0.002112912 0.001805092 1000
15 0.6399999 3.5 0.45 0 -0.005595421 -0.006656172 -0.007535887 -0.007546003 -0.007348771 1000 0.004956374 0.005581398 0.005353624 0.005848951 0.005809641 1000
16 0.38 -4.5 0.45 0 -0.005692359 -0.005379046 -0.005446066 -0.005814816 -0.00548087 1000 0.003479718 0.003621266 0.003764815 0.003643684 0.003981384 1000
17 0.56 3.5 0.65 0 -0.005767798 -0.006449833 -0.007070617 -0.00653649 -0.0061972 1000 0.004953742 0.005414235 0.004759109 0.004944882 0.004807024 1000
18 0.4600001 4.5 0.45 0 -0.006049922 -0.005574414 -0.005349773 -0.005834076 -0.005718636 1000 0.004101601 0.004124222 0.004473834 0.004645241 0.004357955 1000
