trial Response Correct Target ReactionTime
1 2 0 1 20.84029
2 1 0 2 1.499999
3 2 0 1 4.139997
4 1 1 1 6.699995
5 2 1 2 3.239998
6 1 1 1 2.419998
7 2 1 2 2.279999
8 1 0 2 5.639996
9 2 1 2 2.299999
10 1 1 1 5.639996
11 2 1 2 1.739999
12 1 1 1 7.279994
13 2 1 2 3.399997
14 1 1 1 3.859997
15 2 1 2 1.919999
16 1 1 1 3.179998
17 2 0 1 2.139999
18 2 1 2 3.919997
19 1 1 1 4.739996
20 1 1 1 4.759996
20 1 1 1 4.759996
