trial Response Correct Target ReactionTime
1 2 1 2 46.34087
2 1 1 1 12.7601
3 2 1 2 2.139999
4 1 1 1 2.499998
5 1 1 1 5.659996
6 2 1 2 1.159999
7 1 1 1 3.219998
8 2 1 2 2.039999
9 1 1 1 1.799999
10 1 1 1 9.000016
11 2 1 2 5.539996
12 2 1 2 11.80008
13 1 1 1 1.599999
14 2 0 1 4.379997
15 2 1 2 15.70017
16 2 1 2 5.659996
17 1 0 2 1.379999
18 1 1 1 4.499997
19 1 1 1 7.719994
20 1 1 1 4.339997
20 1 1 1 4.339997
