trial Response Correct Target ReactionTime
1 1 1 1 2.179999
2 2 1 2 2.139999
3 1 1 1 4.539997
4 2 1 2 2.179999
5 1 1 1 4.299997
6 1 1 1 1.819999
7 1 1 1 4.719996
8 2 1 2 0.8599997
9 2 1 2 0.7799998
10 2 1 2 0.9999996
11 1 1 1 3.119998
12 2 1 2 1.279999
13 1 1 1 1.299999
14 2 1 2 0.8999997
15 1 1 1 0.6999999
16 1 1 1 1.179999
17 2 1 2 0.7599998
18 2 1 2 0.6599999
19 2 1 2 0.6
20 1 1 1 0.8599997
20 1 1 1 0.8599997
