trial Response_Time velH Occlusion_Duration velH_Subject xRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5
1 0.18 4.5 0.65 0 -0.01927899 -0.009710761 -0.005165425 -0.006135506 -0.006883223 1000 0.01110935 0.008751148 0.009297147 0.01058525 0.01228236 1000
2 9.16002 4.5 0.55 0 -0.02384703 -0.02221059 -0.02018599 -0.01818025 -0.01660139 1000 0.01844252 0.01540972 0.01450865 0.01395963 0.0132886 1000
3 0.08 -4.5 0.65 0 0.001634705 0.001109186 0.0009131695 0.0002184342 0.0003352828 1000 -0.01637555 -0.01588649 -0.01593421 -0.01601539 -0.01562969 1000
4 0.6599999 3.5 0.55 0 -0.006334546 -0.004245888 -0.004978957 -0.01431181 -0.01355969 1000 -0.01821056 -0.01760353 -0.01596646 -0.0149107 -0.01289544 1000
5 0.32 -3.5 0.65 0 -0.0189938 -0.01710033 -0.01357421 -0.01619061 -0.0148615 1000 -0.005294368 -0.003694906 -0.004549129 -0.005709601 -0.005748769 1000
6 0.6599999 3.5 0.65 0 -0.01198097 -0.01306658 -0.01519631 -0.01555233 -0.01439648 1000 -0.003657844 -0.004452079 -0.005776833 -0.005620489 -0.005058535 1000
7 0.52 -3.5 0.45 0 -0.01622222 -0.01691721 -0.01582249 -0.0149996 -0.01483037 1000 -0.003522925 -0.003851878 -0.004183261 -0.004634542 -0.004770221 1000
8 0.4600001 -2.5 0.65 0 -0.01184667 -0.01204428 -0.01205157 -0.01201783 -0.01188539 1000 -0.004586462 -0.004738148 -0.005321544 -0.004658184 -0.004951315 1000
9 0.36 2.5 0.45 0 -0.01348058 -0.01314738 -0.01266276 -0.01251813 -0.01205458 1000 -0.005717824 -0.005878499 -0.005818523 -0.005959315 -0.005475465 1000
10 0.4800001 -3.5 0.55 0 -0.01263388 -0.01244663 -0.01239418 -0.01209761 -0.01202711 1000 -0.006773473 -0.007187286 -0.007061795 -0.006413082 -0.006794699 1000
11 0.42 -2.5 0.45 0 -0.01222742 -0.01229635 -0.01239341 -0.01245524 -0.01211079 1000 -0.005225532 -0.005263812 -0.00553432 -0.005111742 -0.005055918 1000
12 0.58 -4.5 0.55 0 -0.01207217 -0.01162782 -0.01160404 -0.01160118 -0.01170813 1000 -0.005075935 -0.005301763 -0.005106978 -0.004593048 -0.005085035 1000
13 0.14 -4.5 0.45 0 -0.008878481 -0.008537079 -0.008430584 -0.008993908 -0.009218285 1000 -0.003968366 -0.003471784 -0.003551658 -0.003286016 -0.003052243 1000
14 0.4800001 2.5 0.55 0 -0.01584688 -0.01564119 -0.01536133 -0.0135925 -0.01293077 1000 -0.00264336 -0.00283901 -0.001868341 -0.002063114 -0.001884348 1000
15 0.4 -2.5 0.55 0 -0.01127144 -0.01112415 -0.01055767 -0.01053112 -0.01013939 1000 -0.001422447 -0.001571526 -0.001949314 -0.001308807 -0.001219735 1000
16 0.4400001 4.5 0.45 0 -0.01058751 -0.01083829 -0.01135006 -0.01125541 -0.01100825 1000 -0.002101978 -0.002027758 -0.002108194 -0.001686044 -0.001657601 1000
17 0.42 3.5 0.45 0 -0.01030329 -0.01040038 -0.01074288 -0.01151322 -0.01191596 1000 -0.002292369 -0.002424347 -0.002725849 -0.002608248 -0.002381287 1000
18 0.4800001 2.5 0.65 0 -0.01183758 -0.01195458 -0.01175083 -0.01178741 -0.01223123 1000 -0.00294804 -0.002697806 -0.003423843 -0.00347004 -0.003186696 1000
