trial Response_Time velH Occlusion_Duration velH_Subject xRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5
1 8.680009 2.5 0.45 0 -0.002887944 -0.001914948 -0.01042118 -0.008053271 -0.002948246 1000 0.005231601 -0.001864493 -0.002975914 0.00173726 0.003346894 1000
2 0.56 -4.5 0.55 0 -0.0122024 -0.01005775 -0.00534428 -0.004899526 -0.006960659 1000 0.006478435 0.004557975 0.008272463 0.01283616 0.01267905 1000
3 11.72008 -2.5 0.65 0 0.0003748072 0.0004850601 -0.0007112397 0.005711406 0.01078915 1000 0.00720317 0.008396525 0.002669032 -0.001389132 -0.002810477 1000
4 0.4800001 2.5 0.55 0 0.003358519 0.002282315 0.00217353 0.002719549 0.00307546 1000 0.002000077 0.001415802 0.001002767 0.00128971 0.00114563 1000
5 0.6599999 -3.5 0.65 0 0.000334167 0.001162154 0.002213325 0.001823101 0.001780992 1000 -0.001921417 -0.00233009 -0.001955259 -0.001530186 -0.001382656 1000
6 0.5000001 4.5 0.55 0 0.001035033 0.001989873 0.001965823 0.001597357 0.00187783 1000 -0.001028959 -0.0009217047 -0.0006043268 -0.0008952775 -0.0008941962 1000
7 0.54 -3.5 0.45 0 0.002194072 0.001064197 0.0002730074 0.0008059962 0.000812464 1000 -0.001733374 -0.00197553 -0.002731767 -0.002103055 -0.001887373 1000
8 0.5000001 -3.5 0.55 0 -0.0006028446 -0.0002944721 -0.0002001485 -0.000186387 0.0005781376 1000 -0.001671146 -0.001501089 -0.001378458 -0.001481129 -0.001160441 1000
9 0.58 3.5 0.55 0 -0.001282881 -0.001264571 -0.001519706 -0.0008451047 -0.0009507844 1000 -0.0007977802 -0.0007193526 -0.0007936826 -0.0007516578 -0.0009956439 1000
10 0.6 3.5 0.65 0 -0.001294015 -0.001606145 -0.002186542 -0.00206468 -0.001485184 1000 -0.002051678 -0.001549819 -0.00155186 -0.0008473359 -0.0003732984 1000
11 0.4400001 -2.5 0.45 0 -0.001779332 -0.001526573 -0.002043188 -0.001511658 -0.001580083 1000 -0.001022864 -0.0008027466 -0.0008380082 -0.0006243434 -0.0006009245 1000
12 0.5000001 4.5 0.45 0 -0.002540855 -0.002856485 -0.002709771 -0.002543169 -0.003271866 1000 -0.0001102354 -0.0005786684 -0.0004295851 -0.0001712081 -0.0006355213 1000
13 0.5000001 -4.5 0.45 0 -0.004167843 -0.003979892 -0.004786119 -0.004678248 -0.003806876 1000 -0.001264064 -0.001108396 -0.001348148 -0.001455869 -0.0008966745 1000
14 0.42 -2.5 0.55 0 -0.005107137 -0.005048449 -0.004743554 -0.004641495 -0.004440739 1000 -0.00112651 -0.001134615 -0.0006560498 -0.0006272289 -0.000701158 1000
15 0.58 -4.5 0.65 0 -0.004492644 -0.004591776 -0.005114115 -0.004560933 -0.004760498 1000 -0.0007366135 -0.000930264 -0.001022927 -0.0009864238 -0.0008586291 1000
16 0.38 3.5 0.45 0 -0.005751895 -0.005355946 -0.005865648 -0.005662149 -0.005332649 1000 -0.0001904159 0.0002828636 -2.210854E-05 -0.0004582249 -7.110798E-05 1000
17 0.54 4.5 0.65 0 -0.005479908 -0.005866139 -0.006214915 -0.005856629 -0.005549379 1000 -0.001407813 -0.001282344 -0.001679395 -0.001247838 -0.001229066 1000
18 0.5000001 2.5 0.65 0 -0.006192775 -0.006342551 -0.006388468 -0.005826326 -0.005868226 1000 -0.00261166 -0.00237484 -0.002333732 -0.002221846 -0.002053591 1000
