trial Response Correct Target ReactionTime
1 2 1 2 10.32005
2 2 0 1 2.599998
3 2 1 2 5.339996
4 2 1 2 9.020017
5 2 1 2 8.179997
6 2 0 1 6.279995
7 2 1 2 11.08006
8 1 1 1 2.819998
9 2 1 2 5.879995
10 1 0 2 7.279994
11 2 1 2 5.279996
12 2 1 2 1.879999
13 2 0 1 1.399999
14 2 1 2 1.1
15 2 0 1 1.659999
16 2 1 2 1.999999
17 2 1 2 1.14
18 2 1 2 1.14
19 2 1 2 4.919996
20 1 0 2 5.719995
20 1 0 2 5.719995
