subject PestNr Step_Size_OnTrial Pest_Faster Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation RightOrLeftxRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5 xRotations_second0 xRotations_second1 xRotations_second2 xRotations_second3 xRotations_second4 xRotations_second5 yRotations_second0 yRotations_second1 yRotations_second2 yRotations_second3 yRotations_second4 yRotations_second5
lala 1 1.2 0 second 16 1 1 6 3.96 1.95999670028687 0 0 -1 0 0.006322029 0.008425904 0.009627796 0.009984538 0.01051467 1000 0.006322029 0.008425904 0.009627796 0.009984538 0.01051467 1000 0.01066951 0.01128606 0.01105937 0.01034936 0.00990588 1000 0.01066951 0.01128606 0.01105937 0.01034936 0.00990588 1000
lala 1 1.2 1 second 17 1 2 6 7.98 0.23999810218811 0 1 1 1 -0.0005398163 -0.0006964662 -0.0004267465 -0.0003811182 -0.0004026259 1000 -0.0005398163 -0.0006964662 -0.0004267465 -0.0003811182 -0.0004026259 1000 -0.00133718 -0.001261201 -0.001219603 -0.001757904 -0.001572918 1000 -0.00133718 -0.001261201 -0.001219603 -0.001757904 -0.001572918 1000
lala 1 1.2 1 second 11 1 3 6 7.98 0.299998044967651 1 1 1 1 -0.004129495 -0.004007508 -0.004316474 -0.003983159 -0.003971473 1000 -0.004129495 -0.004007508 -0.004316474 -0.003983159 -0.003971473 1000 -0.003374103 -0.00365234 -0.003827919 -0.004242123 -0.004042733 1000 -0.003374103 -0.00365234 -0.003827919 -0.004242123 -0.004042733 1000
lala 1 1.2 1 second 1 1 4 4 5.32 0.359997987747192 -1 1 1 0 -0.005373156 0.003373503 0.008475514 0.01268425 0.01386348 1000 -0.005373156 0.003373503 0.008475514 0.01268425 0.01386348 1000 0.009955816 0.009466277 0.009313956 0.008710872 0.008209668 1000 0.009955816 0.009466277 0.009313956 0.008710872 0.008209668 1000
lala 1 1.2 1 second 2 1 5 5 3.3 1.73999691009521 -1 0 1 0 0.005326317 0.004449425 0.003963898 0.003818361 0.003577528 1000 0.005326317 0.004449425 0.003963898 0.003818361 0.003577528 1000 0.003461251 0.003520745 0.003638724 0.004154378 0.004182025 1000 0.003461251 0.003520745 0.003638724 0.004154378 0.004182025 1000
lala 2 1.2 1 second 17 1 6 6 6.780001 0.599997758865356 0 1 1 1 0.02611474 0.02866689 0.03110823 0.03370097 0.03497544 1000 0.02611474 0.02866689 0.03110823 0.03370097 0.03497544 1000 0.03420409 0.0335616 0.03348015 0.03344354 0.03374913 1000 0.03420409 0.0335616 0.03348015 0.03344354 0.03374913 1000
lala 1 1.2 0 first 0 1 7 4 2.64 0.359997987747192 -1 0 -1 1 0.01007324 0.006622562 0.007989698 1000 1000 1000 0.01007324 0.006622562 0.007989698 1000 1000 1000 0.002624906 0.002872469 0.002560636 0.002374057 0.002078074 1000 0.002624906 0.002872469 0.002560636 0.002374057 0.002078074 1000
lala 2 1.2 1 second 1 1 8 4 4.12 0.439997911453247 -1 1 1 0 0.002195433 0.002108248 0.002266033 0.002321108 0.002424782 1000 0.002195433 0.002108248 0.002266033 0.002321108 0.002424782 1000 0.002494075 0.002587248 0.0022982 0.002116658 0.002162669 1000 0.002494075 0.002587248 0.0022982 0.002116658 0.002162669 1000
lala 2 1.2 1 second 11 1 9 6 6.780001 0.379997968673706 1 1 1 1 0.001361286 0.001565198 0.001453797 0.001719449 0.001606988 1000 0.001361286 0.001565198 0.001453797 0.001719449 0.001606988 1000 0.001593484 0.001210435 0.0008032019 0.0004523665 0.0002728781 1000 0.001593484 0.001210435 0.0008032019 0.0004523665 0.0002728781 1000
lala 1 1.2 1 first 3 1 10 5 6.65 1.45999693870544 -1 1 1 0 0.0001029117 0.0004514526 0.0005831839 1000 1000 1000 0.0001029117 0.0004514526 0.0005831839 1000 1000 1000 0.000713549 0.0005868577 0.0007231662 0.0005338214 0.0007790935 1000 0.000713549 0.0005868577 0.0007231662 0.0005338214 0.0007790935 1000
