trial Response Correct Target ReactionTime
1 1 1 1 5.500068
2 2 1 2 9.550101
3 1 1 1 2.275027
4 2 1 2 1.350018
5 1 1 1 1.937526
6 2 1 2 1.100014
7 2 1 2 1.762523
8 1 1 1 1.150015
9 1 1 1 1.112514
10 2 1 2 1.300017
11 2 1 2 6.987602
12 2 1 2 2.162527
13 2 1 2 1.862525
14 2 1 2 2.075027
15 2 1 2 2.600029
16 1 1 1 1.450019
17 1 1 1 1.300017
18 1 1 1 1.025013
19 1 1 1 1.237516
20 1 1 1 1.287517
20 1 1 1 1.287517
