trial Response_Time velH Occlusion_Duration velH_Subject xRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5
1 0.52 3.5 0.45 0 -0.01194358 -0.005100666 -0.00467113 -0.00480907 -0.006696917 1000 -0.003374643 -0.00471675 -0.007506275 -0.007815636 -0.006080595 1000
2 0.9799996 2.5 0.65 0 -0.01166427 -0.01217991 -0.01289702 -0.01288236 -0.01233187 1000 -0.01201424 -0.01246281 -0.01338814 -0.01334838 -0.0130779 1000
3 0.7999998 3.5 0.65 0 -0.01719707 -0.01813123 -0.01848191 -0.01785109 -0.01780021 1000 -0.01682082 -0.0170902 -0.01677521 -0.01545448 -0.01497367 1000
4 0.58 4.5 0.55 0 -0.01977336 -0.01998326 -0.01953769 -0.01902521 -0.01879271 1000 -0.02187488 -0.02233339 -0.02146004 -0.02116928 -0.02060296 1000
5 0.5000001 2.5 0.45 0 -0.02021061 -0.02165591 -0.02161621 -0.0222559 -0.02172169 1000 -0.02170076 -0.02253507 -0.02225275 -0.02137254 -0.0217736 1000
6 0.54 4.5 0.45 0 -0.02153768 -0.02048078 -0.02061812 -0.01962223 -0.01879018 1000 -0.02492334 -0.02466327 -0.02365435 -0.02320216 -0.02281157 1000
7 0.7399998 4.5 0.65 0 -0.02172139 -0.0215579 -0.02097501 -0.02143753 -0.02131472 1000 -0.0251362 -0.02528743 -0.02511426 -0.02437893 -0.02451948 1000
8 0.6799999 -3.5 0.65 0 -0.02108704 -0.02027723 -0.0201234 -0.02017546 -0.01991518 1000 -0.02450201 -0.02429452 -0.02412908 -0.02423624 -0.02479353 1000
9 0.4600001 2.5 0.55 0 -0.02205752 -0.02170731 -0.02170435 -0.02166781 -0.02153801 1000 -0.02423725 -0.02389965 -0.02292344 -0.0228405 -0.02296447 1000
10 0.52 -4.5 0.45 0 -0.0220881 -0.02211791 -0.021794 -0.02209795 -0.02170507 1000 -0.02493444 -0.02540627 -0.02616028 -0.0273432 -0.02647749 1000
11 0.34 -4.5 0.55 0 -0.02047009 -0.01689269 -0.0123396 -0.008494452 -0.007834502 1000 -0.02372724 -0.02105769 -0.01677646 -0.01136334 -0.01049103 1000
12 0.5000001 -2.5 0.55 0 -0.01073292 -0.01021899 -0.009837597 -0.01044376 -0.01021662 1000 -0.01188176 -0.01188574 -0.01183974 -0.01147741 -0.01135705 1000
13 0.54 -4.5 0.65 0 -0.01116784 -0.01063987 -0.01153861 -0.01154449 -0.01256634 1000 -0.009621355 -0.009185452 -0.008933429 -0.008211263 -0.007750938 1000
14 0.5000001 -3.5 0.45 0 -0.01392055 -0.01428264 -0.01422217 -0.01378968 -0.01450846 1000 -0.01159499 -0.01147317 -0.01164667 -0.01151657 -0.01178918 1000
15 0.5000001 -3.5 0.55 0 -0.01543068 -0.01624751 -0.01535383 -0.0147725 -0.01526307 1000 -0.009504423 -0.008800444 -0.009504632 -0.009299778 -0.009909293 1000
16 0.54 -2.5 0.65 0 -0.01556099 -0.01539445 -0.01551949 -0.01602587 -0.01538981 1000 -0.007971466 -0.006897594 -0.006763487 -0.00688598 -0.0070694 1000
17 0.4 -2.5 0.45 0 -0.01778761 -0.01739854 -0.01728341 -0.01785011 -0.01753153 1000 -0.007817944 -0.008000218 -0.008094829 -0.00744509 -0.007803841 1000
18 0.58 3.5 0.55 0 -0.0182006 -0.01820051 -0.0177029 -0.01775137 -0.01641707 1000 -0.00447252 -0.003304152 -0.003568547 -0.002635623 -0.0009623267 1000
