trial Response Correct Target ReactionTime
1 1 1 1 11.02784
2 1 1 1 4.22221
3 2 1 2 1.930552
4 1 1 1 1.624998
5 2 1 2 3.194437
6 2 1 2 2.583328
7 2 1 2 5.236095
8 2 1 2 7.56942
9 2 1 2 3.027771
10 1 1 1 1.513887
11 2 1 2 1.027778
12 1 1 1 0.7777781
13 1 1 1 1.097222
14 2 1 2 2.263885
15 1 1 1 1.125
16 1 1 1 2.388884
17 2 1 2 1.055556
18 2 1 2 2.624994
19 1 1 1 0.8194448
20 2 1 2 2.499995
20 2 1 2 2.499995
