trial Response Correct Target ReactionTime
1 2 1 2 27.90045
2 2 1 2 1.739999
3 2 1 2 1.639999
4 1 1 1 1.359999
5 1 1 1 1.279999
6 2 1 2 1.379999
7 2 1 2 0.9399996
8 2 1 2 1.12
9 2 1 2 1.519999
10 1 1 1 3.799997
11 2 1 2 3.439997
12 2 1 2 4.439997
13 2 1 2 3.059998
14 1 1 1 1.379999
15 2 1 2 2.699998
16 1 1 1 3.219998
17 1 1 1 1.939999
18 2 1 2 1.1
19 1 0 2 1.12
20 2 0 1 1.02
20 2 0 1 1.02
