trial Response Correct Target ReactionTime
1 1 1 1 19.12025
2 2 1 2 1.14
3 2 1 2 1.04
4 2 1 2 1.04
5 1 0 2 0.7399998
6 1 1 1 1.08
7 2 0 1 0.6
8 1 0 2 0.9399996
9 1 0 2 1.759999
10 1 0 2 0.8799997
11 2 0 1 0.6399999
12 2 1 2 1.259999
13 1 0 2 2.279999
14 2 0 1 1.979999
15 2 0 1 1.339999
16 2 0 1 0.7399998
17 2 0 1 1.14
18 1 1 1 1.519999
19 1 0 2 1.199999
20 1 0 2 0.7799998
20 1 0 2 0.7799998
