trial Response Correct Target ReactionTime
1 2 1 2 1.339999
2 2 1 2 1.659999
3 2 1 2 1.619999
4 1 1 1 1.579999
5 2 0 1 0.8799997
6 2 1 2 0.8199998
7 2 1 2 1.14
8 2 1 2 1.419999
9 2 1 2 2.339998
10 2 0 1 1.239999
11 2 1 2 4.919996
12 2 1 2 1.799999
13 2 1 2 1.459999
14 2 1 2 1.519999
15 2 0 1 2.559998
16 2 0 1 0.8199998
17 2 0 1 0.4800001
18 2 1 2 1.12
19 2 0 1 0.4600001
20 2 1 2 0.6
20 2 1 2 0.6

