trial Response Correct Target ReactionTime
1 1 1 1 2.279999
2 1 0 2 11.92008
3 2 1 2 40.16073
4 2 1 2 1.439999
5 1 1 1 1.239999
6 1 1 1 0.9999996
7 1 1 1 1.539999
8 2 1 2 0.7199998
9 2 1 2 0.6799999
10 1 1 1 1.04
11 1 1 1 0.6799999
12 2 1 2 0.6
13 1 1 1 0.9199997
14 1 1 1 1.459999
15 2 1 2 0.6599999
16 1 1 1 1.08
17 1 1 1 0.8799997
18 1 1 1 0.9399996
19 2 1 2 0.6799999
20 1 1 1 0.8399997
20 1 1 1 0.8399997
