trial Response_Time velH Occlusion_Duration velH_Subject xRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5
1 0.7999998 -3.5 0.65 0 -0.000128116 0.005121268 0.007371704 0.003990619 -3.571926E-05 1000 -0.00362152 -0.00953604 -0.0106797 -0.01082515 -0.01297203 1000
2 0.7599998 3.5 0.45 0 -0.01420771 -0.01440427 -0.01439909 -0.01415716 -0.01336535 1000 -0.01934931 -0.01653403 -0.01517764 -0.01227463 -0.0031879 1000
3 0.6599999 -2.5 0.45 0 -0.01802587 -0.01932473 -0.01978254 -0.01936892 -0.01817662 1000 0.0143019 0.01522304 0.01447778 0.01335377 0.01279363 1000
4 0.4 2.5 0.65 0 -0.02156172 -0.02125177 -0.02123782 -0.02054538 -0.01990964 1000 0.01291305 0.01323721 0.01337838 0.01407514 0.01435227 1000
5 0.58 -4.5 0.65 0 -0.02465897 -0.02519334 -0.02504876 -0.02464922 -0.02388643 1000 0.0139018 0.01376966 0.01356666 0.01220839 0.01083192 1000
6 0.36 -2.5 0.65 0 -0.02180744 -0.02166854 -0.02127913 -0.02121 -0.02109623 1000 0.009810631 0.01019558 0.0104724 0.01098223 0.01172039 1000
7 0.6999999 4.5 0.65 0 -0.022007 -0.02225847 -0.0216484 -0.02118942 -0.020995 1000 0.01079985 0.01052105 0.01084549 0.01182537 0.01206768 1000
8 0.36 4.5 0.55 0 -0.0212781 -0.02094699 -0.02039096 -0.02062801 -0.02099353 1000 0.008984175 0.008510007 0.008467858 0.008704697 0.008659995 1000
9 0.4600001 3.5 0.55 0 -0.02171695 -0.02146953 -0.02142868 -0.02140778 -0.02165463 1000 0.01057467 0.0105127 0.0104366 0.01037333 0.01002311 1000
10 0.4400001 4.5 0.45 0 -0.02172302 -0.02151889 -0.02081172 -0.02084423 -0.02115715 1000 0.008564076 0.007855445 0.007716886 0.007612281 0.007826056 1000
11 0.52 3.5 0.65 0 -0.02123616 -0.02108294 -0.02136644 -0.02117952 -0.02089322 1000 0.007837278 0.007588485 0.007677593 0.007610434 0.007699277 1000
12 0.4400001 2.5 0.55 0 -0.02313834 -0.02349638 -0.02334839 -0.02316212 -0.02261495 1000 0.008209349 0.008504145 0.008454822 0.008560865 0.009253335 1000
13 0.52 -3.5 0.55 0 -0.02417291 -0.02348133 -0.02315035 -0.02351296 -0.02312644 1000 0.007329918 0.00777316 0.007827041 0.007039895 0.006615147 1000
14 0.4800001 -4.5 0.45 0 -0.02412537 -0.02388067 -0.02427785 -0.0236058 -0.02270583 1000 0.008241401 0.00861821 0.008114613 0.008024979 0.008286474 1000
15 0.24 -3.5 0.45 0 -0.02292534 -0.02279974 -0.02275615 -0.02295901 -0.0236349 1000 0.007860992 0.008131378 0.008143599 0.008565193 0.008478981 1000
16 0.4800001 -4.5 0.55 0 -0.02355775 -0.02360984 -0.023248 -0.0225321 -0.02236387 1000 0.008292858 0.00828277 0.008204734 0.008589581 0.008444821 1000
17 0.26 -2.5 0.55 0 -0.02282005 -0.02284029 -0.02266513 -0.02264434 -0.02236368 1000 0.008598431 0.008514956 0.008754798 0.008768601 0.007685614 1000
18 0.4400001 2.5 0.45 0 -0.02244755 -0.02176691 -0.02060982 -0.02023021 -0.01954503 1000 0.008231132 0.008574068 0.009248559 0.009425795 0.01031797 1000
