trial Response Correct Target ReactionTime
1 1 1 1 2.459998
2 2 1 2 3.459997
3 2 0 1 4.099997
4 2 1 2 1.779999
5 2 1 2 1.559999
6 1 1 1 2.639998
7 1 1 1 3.319998
8 1 1 1 5.339996
9 2 0 1 2.179999
10 2 0 1 4.119997
11 2 0 1 4.359997
12 1 1 1 3.119998
13 2 0 1 5.499996
14 1 1 1 4.299997
15 1 1 1 4.479997
16 2 0 1 4.119997
17 1 1 1 5.499996
18 1 1 1 6.899994
19 2 1 2 1.879999
20 2 1 2 1.479999
20 2 1 2 1.479999
