trial Response Correct Target ReactionTime
1 1 0 2 37.68067
2 2 0 1 3.059998
3 1 0 2 2.039999
4 1 0 2 6.639995
5 1 1 1 20.70028
6 1 0 2 14.24014
7 1 1 1 16.36018
8 2 0 1 11.66008
9 1 0 2 8.760011
10 1 1 1 14.24014
11 2 1 2 10.76006
12 2 1 2 8.600007
13 2 0 1 8.500005
14 1 1 1 1.559999
15 2 1 2 7.139994
16 1 1 1 3.239998
17 1 1 1 2.739998
18 1 1 1 4.179997
19 1 1 1 2.499998
20 1 1 1 10.24004
20 1 1 1 10.24004
