trial Response Correct Target ReactionTime
1 2 1 2 99.25536
2 1 1 1 4.919996
3 1 1 1 3.279998
4 2 1 2 2.419998
5 1 1 1 2.219999
6 2 1 2 1.379999
7 1 1 1 1.979999
8 2 1 2 1.379999
9 1 1 1 0.6599999
10 2 1 2 0.6399999
11 2 1 2 0.7999998
12 2 1 2 0.6199999
13 1 1 1 1.04
14 1 1 1 0.7799998
15 2 1 2 0.7399998
16 1 1 1 0.6199999
17 2 1 2 0.54
18 1 1 1 0.56
19 2 1 2 0.6799999
20 1 1 1 0.56
20 1 1 1 0.56
