subject PestNr Step_Size_OnTrial Pest_Faster Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation RightOrLeftxRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5 xRotations_second0 xRotations_second1 xRotations_second2 xRotations_second3 xRotations_second4 xRotations_second5 yRotations_second0 yRotations_second1 yRotations_second2 yRotations_second3 yRotations_second4 yRotations_second5
lala 1 1.2 0 first 6 1 1 4 2.64 0.01999831199646 1 0 -1 0 -0.01949652 -0.01364001 -0.0143439 -0.0260017 -0.04259644 -0.05676007 -0.01949652 -0.01364001 -0.0143439 -0.0260017 -0.04259644 -0.05676007 -0.01699389 -0.01551943 -0.01442235 -0.01433762 -0.01508046 1000 -0.01699389 -0.01551943 -0.01442235 -0.01433762 -0.01508046 1000
lala 1 1.2 0 first 8 1 2 5 3.3 0.01999831199646 1 0 -1 0 -0.01758087 -0.01648758 -0.01558748 1000 1000 1000 -0.01758087 -0.01648758 -0.01558748 1000 1000 1000 -0.01896131 -0.01987563 -0.02002698 -0.01985577 -0.01955435 1000 -0.01896131 -0.01987563 -0.02002698 -0.01985577 -0.01955435 1000
lala 1 1.2 0 first 16 1 3 6 3.96 0.01999831199646 0 0 -1 0 -0.02171919 -0.02213776 -0.02263218 1000 1000 1000 -0.02171919 -0.02213776 -0.02263218 1000 1000 1000 -0.02353778 -0.02359208 -0.0237459 -0.02364671 -0.02301387 1000 -0.02353778 -0.02359208 -0.0237459 -0.02364671 -0.02301387 1000
lala 1 1.2 1 second 13 1 4 4 5.32 0.0599982738494873 0 1 1 0 -0.02573943 -0.02593077 -0.02638351 -0.02628111 -0.02617902 1000 -0.02573943 -0.02593077 -0.02638351 -0.02628111 -0.02617902 1000 -0.02876583 -0.02748003 -0.02343012 -0.0198687 -0.01825754 1000 -0.02876583 -0.02748003 -0.02343012 -0.0198687 -0.01825754 1000
lala 1 1.2 0 first 11 1 5 6 7.98 0.01999831199646 1 1 -1 0 -0.02053537 -0.02077165 -0.02060376 1000 1000 1000 -0.02053537 -0.02077165 -0.02060376 1000 1000 1000 -0.02226137 -0.02238843 -0.02229002 -0.02207982 -0.02159129 1000 -0.02226137 -0.02238843 -0.02229002 -0.02207982 -0.02159129 1000
lala 1 1.2 0 first 10 1 6 6 3.96 0.01999831199646 1 0 -1 0 -0.02264 -0.02279835 -0.02272108 1000 1000 1000 -0.02264 -0.02279835 -0.02272108 1000 1000 1000 -0.02295983 -0.02317203 -0.02380558 -0.02379658 -0.02326958 1000 -0.02295983 -0.02317203 -0.02380558 -0.02379658 -0.02326958 1000
lala 1 1.2 0 first 4 1 7 6 3.96 0.01999831199646 -1 0 -1 0 -0.02398239 -0.01913685 -0.009716176 1000 1000 1000 -0.02398239 -0.01913685 -0.009716176 1000 1000 1000 0.007132518 0.006523366 0.005982157 0.006308257 0.006472028 1000 0.007132518 0.006523366 0.005982157 0.006308257 0.006472028 1000
lala 2 1.2 1 second 13 1 8 4 4.12 0.01999831199646 0 1 1 1 0.0007023386 0.000548798 0.001160714 0.001383984 0.001399815 1000 0.0007023386 0.000548798 0.001160714 0.001383984 0.001399815 1000 0.001801076 0.001611772 0.001662006 0.002073656 0.002413085 1000 0.001801076 0.001611772 0.001662006 0.002073656 0.002413085 1000
lala 1 1.2 0 first 0 1 9 4 2.64 0.01999831199646 -1 0 -1 0 0.002720045 0.002705385 0.002739688 1000 1000 1000 0.002720045 0.002705385 0.002739688 1000 1000 1000 0.006188485 0.006220154 0.00621554 0.006702055 0.00695911 1000 0.006188485 0.006220154 0.00621554 0.006702055 0.00695911 1000
lala 1 1.2 1 second 2 1 10 5 3.3 0.01999831199646 -1 0 1 0 0.007195708 0.007072747 0.0070486 0.007362341 0.007075095 1000 0.007195708 0.007072747 0.0070486 0.007362341 0.007075095 1000 0.006169394 0.006374882 0.005841733 0.005288686 0.005268408 1000 0.006169394 0.006374882 0.005841733 0.005288686 0.005268408 1000
