trial Response_Time velH Occlusion_Duration velH_Subject xRotations_first0 xRotations_first1 xRotations_first2 xRotations_first3 xRotations_first4 xRotations_first5 yRotations_first0 yRotations_first1 yRotations_first2 yRotations_first3 yRotations_first4 yRotations_first5
1 0.42 2.5 0.45 0 -0.007842856 0.005297428 0.009304756 0.009176211 0.0102242 1000 -0.003234223 -0.005924535 -0.006171396 -0.003626106 -0.00162495 1000
2 0.04 -4.5 0.55 0 0.0001469476 -0.0007326397 -0.001206689 -0.001495712 -0.0007826097 1000 0.006491378 0.006220661 0.005459137 0.003120157 0.0006825712 1000
3 0.4 -2.5 0.45 0 -0.005102622 -0.005912735 -0.005905468 -0.006185044 -0.006400523 1000 -0.004066763 -0.004037891 -0.004148623 -0.003542647 -0.0038576 1000
4 0.14 -4.5 0.45 0 -0.009747067 -0.01059528 -0.01103222 -0.01090713 -0.01071309 1000 -0.00178209 -0.001128651 -0.0008783356 -0.0009329506 -0.001353336 1000
5 0.26 4.5 0.55 0 -0.01208298 -0.01219897 -0.0130986 -0.01341356 -0.01341072 1000 -0.002023454 -0.001990839 -0.001716629 -0.00155735 -0.001338372 1000
6 0.26 2.5 0.65 0 -0.01540129 -0.01549799 -0.01529401 -0.0155479 -0.01528161 1000 -0.0005172564 -0.00114464 -0.001416472 -0.001285634 -0.001089107 1000
7 0.12 -3.5 0.55 0 -0.01633103 -0.01641603 -0.01637445 -0.0162131 -0.01583147 1000 -0.002740535 -0.002708722 -0.002763024 -0.00272658 -0.002820473 1000
8 0.2 -2.5 0.55 0 -0.0206315 -0.02016502 -0.01992845 -0.01982084 -0.01981908 1000 -0.002224112 -0.002347665 -0.002356495 -0.002418435 -0.002548511 1000
9 0.22 3.5 0.55 0 -0.02054065 -0.02066322 -0.02084084 -0.02076421 -0.02065113 1000 -0.000387307 -0.0005771653 -0.0006137094 -0.0004506157 -0.0003079224 1000
10 0.36 3.5 0.65 0 -0.02176345 -0.01924421 -0.01943913 -0.02028812 -0.02044597 1000 -0.001776486 -0.003480905 -0.0029803 -0.002247198 -0.00245848 1000
11 0.34 -3.5 0.45 0 -0.02079447 -0.02055543 -0.01999436 -0.01943075 -0.01896727 1000 -0.00337271 -0.003531235 -0.004095054 -0.00450982 -0.004693991 1000
12 0.22 2.5 0.55 0 -0.01796093 -0.01783741 -0.01766701 -0.01774495 -0.0178127 1000 -0.004235642 -0.004299427 -0.0046661 -0.004956511 -0.005153534 1000
13 0.26 4.5 0.45 0 -0.01675309 -0.0165558 -0.01611081 -0.01560028 -0.01544721 1000 -0.008075579 -0.008250469 -0.008527612 -0.008811733 -0.009166495 1000
14 0.3 4.5 0.65 0 -0.01365985 -0.0134495 -0.01337837 -0.01333186 -0.01311714 1000 -0.01024815 -0.01038193 -0.01018441 -0.01027795 -0.01068162 1000
15 0.34 -2.5 0.65 0 -0.01316906 -0.01276506 -0.01286073 -0.01302058 -0.01299048 1000 -0.010944 -0.01106472 -0.01105956 -0.01144895 -0.01147078 1000
16 0.52 -4.5 0.65 0 -0.008545993 -0.008031501 -0.007877169 -0.007871563 -0.007381207 1000 -0.01249217 -0.01220036 -0.01241696 -0.01217509 -0.01279627 1000
17 0.38 -3.5 0.65 0 -0.00560268 -0.004911893 -0.004387642 -0.004598182 -0.004722303 1000 -0.01427727 -0.01472507 -0.01399201 -0.01386141 -0.01343891 1000
18 0.4800001 3.5 0.45 0 -0.006179167 -0.005738722 -0.005989958 -0.005941036 -0.005437789 1000 -0.01648149 -0.01624739 -0.01587867 -0.01588139 -0.01563722 1000
