trial Response Correct Target ReactionTime
1 2 1 2 1.799999
2 2 1 2 1.12
3 2 1 2 0.8799997
4 1 1 1 0.9999996
5 1 1 1 1.06
6 2 1 2 0.5000001
7 1 1 1 0.5000001
8 1 1 1 1.259999
9 2 1 2 0.6199999
10 2 1 2 0.6399999
11 2 1 2 0.6
12 2 1 2 0.54
13 2 1 2 0.4800001
14 1 1 1 0.7999998
15 1 1 1 0.6799999
16 1 1 1 0.52
17 1 1 1 0.7199998
18 2 1 2 0.4800001
19 2 1 2 0.52
20 2 1 2 0.5000001
20 2 1 2 0.5000001
